wc,tif,trb
442,2913,6733
7,37,38
7,29,82
4,2,30
6,13,55
6,17,34
3,3,29
4,9,46
9,55,50
8,25,85
5,6,25
1025,10120,12259
10,34,68
6,6,45
4,10,8
5,11,20
7,10,61
7,19,56
5,15,56
5,10,29
8,52,64
8,33,88
4,18,30
1,0,0
8,49,31
6,6,54
816,8062,4815
15,89,100
5,3,22
4,6,26
4,12,44
4,0,33
72,253,687
2,1,23
15,70,141
7,19,56
7,21,48
6,15,61
7,10,45
19,159,173
6,13,58
6,20,42
7,23,50
7,29,44
15,101,72
16,129,169
4,6,27
5,4,40
7,17,56
6,17,43
885,7033,7071
3,10,29
6,20,51
0,0,0
5,18,51
4,8,16
540,2858,10536
5,24,44
2,1,15
8,18,62
2,5,29
7,12,61
4,1,31
21,153,166
7,15,40
8,24,120
9,16,103
8,36,44
4,12,41
3,2,28
25,192,195
12,40,118
10,38,114
7,12,43
12,32,150
329,1363,4389
9,44,73
3,8,47
8,58,68
9,37,86
6,11,53
8,25,55
11,42,107
7,20,89
10,40,119
5,6,33
6,17,19
6,15,53
11,50,104
5,19,47
5,7,45
4,11,29
9,29,97
15,89,105
4,0,31
3,10,38
7,12,86
3,19,30
8,47,79
7,14,55
5,12,31
7,37,43
10,32,84
5,16,37
8,7,73
10,39,79
10,25,105
9,41,120
10,59,57
4,7,17
16738,129471,238189
7,24,31
3,20,35
3,10,41
1106,7848,16086
2,1,18
6,8,36
7,34,67
10,32,108
8,43,37
12,57,63
5,7,37
11,40,95
8,26,90
15,88,101
7,26,49
8,33,86
7,18,62
224,985,3177
13,132,40
7,10,100
8,37,89
5,6,45
8,58,57
5,9,55
7,45,35
4,8,27
6,21,39
4,4,42
6,16,60
14,45,143
7,16,59
5,20,51
8,34,92
11,106,90
10,66,70
14,85,113
7,18,37
10,42,82
8,34,46
4,3,33
2,2,17
7,22,49
14,78,99
5,5,34
6,13,23
10,41,89
2,3,22
4,18,30
4373,26158,82731
11,45,88
10,54,92
3,1,34
14,75,137
10,22,133
6,26,59
9,44,77
8,24,56
9,22,91
21,119,202
4,9,26
16,72,116
23,133,192
3,5,6
8,38,73
4,15,45
9,46,75
6,8,58
1030,7888,14743
7,40,89
5,22,49
8,30,70
