wc,tif,trb
373,1828,3607
125,569,1667
261,1545,2452
286,1531,3083
305,1725,2712
328,1789,2358
404,2385,2947
299,2561,1974
581,2999,5004
33,196,439
75,731,543
333,1526,5275
291,2147,1785
180,978,1892
43,187,474
563,3212,4857
227,1615,1495
119,465,1518
136,553,1683
256,1698,2305
344,2353,2083
528,2360,4936
47,298,468
402,1900,3448
443,2160,3237
329,1613,3662
125,541,1577
306,1456,3708
301,2047,2336
284,1389,3011
431,2620,2514
342,1599,3277
538,2711,4570
322,1263,3849
208,1556,1043
208,900,2660
306,2008,1929
680,3155,7309
75,555,601
350,2029,2500
185,960,1903
385,2484,2179
315,1825,2490
122,549,1886
201,1508,1289
319,1856,2793
435,2861,3368
271,1460,2347
96,494,1444
42,253,553
33,111,502
368,1630,3600
886,4927,6359
271,1456,2280
297,1546,2240
270,1414,1538
151,1051,1468
330,1507,3075
310,1964,2002
145,875,1401
308,1425,2310
596,4024,4868
482,2478,4355
516,2652,4889
86,343,1687
514,3972,2569
355,1853,3518
352,2201,4396
469,2614,3997
248,1812,1187
233,1360,1807
500,2538,4294
531,3290,2786
398,2043,3742
344,2043,2416
263,1262,3432
191,1227,1472
153,929,1330
218,1512,1532
668,3934,6119
413,2149,3807
900,4197,8106
270,1675,1973
182,887,2491
130,678,2009
600,3043,4878
355,2443,1511
451,2114,4806
360,2416,2010
225,1061,3047
296,1368,3011
380,2275,1952
257,1627,1916
587,3257,4905
70,334,516
366,1397,3949
332,2017,2244
32,213,277
235,1675,2113
633,3598,7527
118,706,1311
194,1341,1539
387,2552,2994
76,754,178
150,627,2204
132,751,1589
308,2007,2521
302,1519,2638
328,1596,3102
136,799,1154
365,1529,1997
102,597,863
194,892,2340
106,540,897
343,1669,2778
218,959,1975
336,2134,2394
583,3289,3682
138,707,1555
471,2240,4131
352,2622,2475
261,1515,1360
232,1286,2070
277,996,3302
122,1087,759
416,2734,2572
82,453,1349
321,2163,1969
287,2050,1758
91,566,700
66,540,435
313,1919,2516
317,1768,2688
284,1110,3309
397,2775,1916
269,1813,1635
130,775,1635
277,1483,1725
100,774,692
348,1618,5988
616,3760,3795
368,2708,1434
359,1701,3354
494,2258,6786
439,2781,3002
263,1030,3131
301,1219,3420
267,1887,1758
412,2900,2373
137,1216,660
374,1857,5264
478,2669,2828
629,2969,5355
340,1544,4144
336,1917,3679
158,864,1978
96,785,521
42,160,704
226,1543,1897
466,2028,3883
545,3941,3732
409,1638,5591
385,1738,3547
306,2336,2259
258,1079,3428
55,337,307
358,1934,3347
352,2447,2428
278,1416,3246
174,1434,1109
369,2264,2642
417,1920,3306
346,2252,2129
143,900,929
303,1682,2100
414,2269,3855
262,1396,2766
210,1222,3044
314,1415,3553
230,1323,2469
150,1164,782
26,110,375
333,1999,2791
490,2633,3185
165,716,2003
314,1476,3389
205,1032,1909
182,1596,1418
2785,13761,53580
350,1830,3529
263,1331,1652
266,1972,1402
259,1553,2789
296,1740,1926
611,3836,4836
265,1348,2561
157,573,2382
667,3938,4870
213,941,3002
300,2103,1789
101,436,1429
33,255,293
231,1486,2740
429,1997,4210
192,972,2322
49,212,442
254,1421,2262
139,873,1394
149,599,2572
307,1094,4689
296,1800,2266
358,2146,2047
235,1532,2129
169,1016,767
41,342,231
412,2457,4048
30,146,352
331,1880,2211
117,482,1801
340,1684,2292
19,43,330
279,2273,1368
372,1854,3594
374,2450,2408
181,1354,2414
225,1367,1708
86,689,1259
159,640,2535
133,580,1570
296,1714,2085
221,950,3422
398,1905,3673
301,1277,2813
9,4,91
269,969,3166
223,1443,1826
233,1425,2015
314,2095,2387
222,1779,1383
102,821,1045
356,1871,3069
458,3303,2485
85,751,825
152,1156,1285
498,2468,4189
330,1991,2498
256,1931,1795
279,1709,2245
88,723,787
7,19,50
266,1266,4144
219,1150,2982
524,3098,4026
350,2203,2459
459,2961,3469
96,691,1302
182,1026,1902
143,605,2530
484,2388,5461
267,1428,2603
131,931,564
327,1608,3858
426,2503,3335
582,3749,4228
122,816,1251
273,1819,1848
345,1495,2915
471,2867,3552
305,1412,3839
329,1943,4013
208,948,2912
507,2034,6557
207,1183,1987
386,2483,3109
319,1746,3665
243,1738,1598
198,822,2943
489,3384,3872
200,1475,2268
582,2786,6562
161,514,3192
440,2646,3277
354,1857,3527
416,2554,2952
310,1684,2039
390,2120,3253
341,1884,4167
96,691,1015
174,1475,1729
134,902,1226
453,2544,4587
206,1356,2178
447,3750,2281
162,809,1564
275,978,4807
583,3077,4846
22,111,326
548,3690,4322
157,1029,1350
158,843,1793
328,1944,2595
199,997,2488
151,1133,1104
213,1184,2413
153,873,1630
263,1282,3166
405,3044,2413
281,1573,2326
368,1670,3155
483,3153,3121
97,558,984
290,1397,2210
440,3150,2237
380,2155,4238
84,273,1559
257,1243,3516
217,1198,2512
467,2706,3326
410,1825,4745
139,613,2278
166,768,1747
197,1336,2533
229,1507,2348
263,1376,3119
302,1851,2058
339,2358,3006
226,1349,3024
241,1844,1582
174,940,2772
326,1861,2536
385,2106,3433
351,1774,3246
247,2249,1224
235,1235,3559
119,414,1751
595,3381,4540
95,608,1147
496,2221,6779
109,645,1390
142,1072,1394
550,2870,5217
222,1265,2027
497,2874,5552
110,588,1608
335,2184,1915
299,1754,2442
232,1333,3280
195,1109,2444
341,2104,2552
363,1594,3995
735,3991,9625
457,3084,2395
48,324,367
322,1956,3119
405,2955,4782
164,1277,1861
