wc,tif,trb
41,222,386
25,125,248
43,214,412
40,221,351
55,241,508
7,28,27
42,171,436
42,172,334
42,269,348
34,169,329
27,102,223
56,281,396
55,247,443
47,195,530
52,311,292
88,421,923
37,195,374
45,229,440
29,153,285
49,301,336
53,253,537
51,280,333
38,164,421
41,173,428
42,254,226
67,315,858
27,129,260
37,168,421
34,161,337
44,297,389
31,126,364
45,150,362
18,79,146
22,80,212
36,216,280
31,155,273
29,115,203
20,76,280
32,155,259
46,209,397
53,262,386
38,210,264
27,91,358
49,261,386
28,138,252
25,145,232
33,128,313
31,121,334
10,48,121
48,221,434
26,102,192
25,113,183
52,259,387
36,149,286
33,167,326
37,132,383
44,275,346
35,170,298
29,129,290
44,215,403
15,76,159
16,104,176
59,315,420
43,208,385
28,94,304
42,187,373
49,239,336
40,241,231
29,138,202
51,247,399
30,118,296
44,208,359
37,170,384
46,297,341
51,238,585
43,172,534
31,161,310
43,198,398
23,94,184
47,330,326
34,167,205
50,310,395
28,127,393
52,303,400
39,169,391
20,80,180
44,181,430
31,210,267
40,231,437
59,282,544
33,160,301
36,160,416
31,125,362
47,213,510
54,275,549
43,183,339
40,189,342
66,332,726
52,201,588
41,190,255
23,91,281
50,224,416
34,125,285
65,392,440
33,162,362
32,155,379
38,163,316
18,96,182
28,134,266
63,316,512
26,142,223
46,241,365
41,202,304
34,167,266
29,156,223
39,127,347
45,248,399
35,161,323
27,99,290
27,134,199
8,20,60
28,156,253
47,206,440
37,120,451
37,210,369
43,182,390
41,244,325
36,159,393
42,234,279
57,239,562
24,132,193
40,175,367
36,200,321
40,168,345
18,82,131
37,129,518
18,85,151
70,342,662
28,98,264
46,296,292
56,307,506
32,137,413
40,205,385
49,276,398
46,282,300
50,299,407
69,325,635
38,193,438
61,228,562
30,94,295
26,168,250
23,98,149
39,207,374
60,275,595
21,108,233
54,213,600
43,217,419
78,452,534
44,124,475
49,253,411
61,353,467
36,122,401
29,143,210
61,273,551
35,185,376
28,134,200
54,296,297
63,331,528
37,167,302
43,178,494
42,240,230
53,291,508
25,264,101
20,101,201
42,234,362
25,103,196
40,256,237
63,285,638
48,223,337
34,114,373
22,63,264
54,321,409
49,219,489
38,195,324
31,166,218
45,212,408
44,237,375
34,178,332
25,99,330
38,142,323
29,178,196
22,143,119
14,25,187
46,223,364
29,162,244
49,249,369
36,154,408
39,268,245
34,159,328
41,181,380
60,254,449
40,177,318
39,240,345
43,238,333
63,290,540
32,159,335
44,219,344
33,122,289
31,157,281
27,119,224
40,203,390
34,191,367
26,112,268
18,106,160
47,285,329
7,19,50
53,305,444
41,179,358
38,203,275
23,155,146
57,311,636
48,322,380
36,195,292
25,161,152
22,88,198
56,295,482
15,94,107
40,190,356
58,272,511
42,202,288
32,158,278
50,207,548
30,128,239
43,204,389
53,201,399
36,167,347
32,211,202
29,156,150
45,294,261
33,144,337
19,97,162
27,109,184
40,148,262
42,233,361
50,202,387
37,176,335
37,209,277
46,330,286
50,182,518
28,175,233
23,94,191
31,191,289
31,187,186
55,238,449
35,176,242
44,263,300
44,215,358
39,235,258
39,174,243
27,87,256
49,209,716
45,205,527
56,313,335
31,129,328
46,174,466
35,168,256
52,325,606
42,183,381
36,168,386
58,244,508
42,201,274
51,192,494
56,286,388
40,190,474
47,210,370
26,156,198
36,159,371
46,257,321
30,171,248
28,151,208
40,134,382
25,147,299
33,138,479
56,256,588
57,209,682
55,186,545
21,111,176
58,291,565
43,119,367
42,212,277
27,132,295
65,382,428
12,67,120
48,200,483
39,167,296
66,282,545
37,157,372
37,273,257
49,272,508
52,230,450
51,289,371
41,188,449
25,139,306
40,236,335
48,289,332
34,184,186
28,108,293
45,154,345
32,217,332
17,54,215
53,236,651
46,182,562
53,271,544
39,210,367
65,322,678
36,191,374
42,266,427
60,315,644
