wc,tif,trb
90,654,869
25,117,361
26,178,269
8358,50122,133658
4,0,20
8,16,64
5,10,59
8353,112968,69773
14,85,175
6,22,54
8,38,42
368,2371,6748
16708,64213,152990
18,109,222
19,225,80
3,1,15
7,23,46
6,14,36
11,78,104
6,22,53
5637,52823,87123
21,138,115
7,10,51
5,20,48
5,18,42
12368,81709,147363
7,24,76
10,68,100
8,37,43
5,23,41
227,1850,3023
8,48,67
36,142,722
16,69,55
5,15,38
5,12,65
7,16,39
7,17,63
8,32,48
5,14,55
9,31,58
24,167,219
6,9,42
6,15,35
5,4,27
15,101,170
7,16,39
25,165,211
8098,90780,87206
5,6,37
7,26,29
6,6,50
374,3091,4991
6,12,39
45,244,599
10,33,99
29,212,333
6,7,29
8,38,77
8,9,71
6,13,63
5,5,55
13,31,160
31,172,503
32,232,356
16742,103540,164414
25,150,277
15,108,147
15,39,217
69,407,685
5,7,32
26,96,493
7444,39055,124598
6,20,24
23,173,282
6,15,45
5,8,41
6,2,49
4,7,36
5,10,36
19298,151971,124515
5,13,30
24,132,178
11135,52908,192005
8,34,46
34,113,285
16,113,150
6,13,42
7,23,53
7,13,42
4,1,19
4,5,59
5,16,21
7,24,65
7,33,76
10,56,70
6,27,39
6,10,40
11,33,110
6,12,24
8,34,46
17,145,156
8,41,39
9,48,51
4,2,19
1866,10239,36279
7,29,78
11,70,110
15335,86042,162525
4,7,53
5,2,34
16814,138265,131323
22,75,307
8,36,44
18,50,288
23,106,166
21,155,190
8,21,59
16,117,100
8,29,51
6,6,38
27,234,235
6,16,28
3,1,21
53,260,637
7,19,50
19,113,159
14,113,79
9,58,53
225,1992,3211
5,16,21
18,112,174
3,2,35
11083,44397,199466
19,186,125
7,23,57
21,108,273
13,115,90
53,348,390
617,4815,8269
18,150,170
15,96,147
6,17,51
5706,36732,61009
4,8,41
36,267,413
3,6,24
74,555,977
7,10,65
8,32,48
26,136,348
3,3,45
21,164,168
29,124,341
70,370,874
6,15,54
10750,102948,94080
3,13,26
8361,72225,111676
5,33,38
15,87,221
10,35,95
8,25,55
12,63,105
4,9,30
14,74,190
8,30,50
5,3,45
7,16,45
7,15,40
12,34,90
6,16,52
14,53,149
23,192,127
44,389,237
24,230,117
7,13,63
18,111,219
17,98,239
17,109,162
17,72,214
20,270,110
11,71,64
4,13,60
6,9,27
6,12,44
5,18,50
10,36,82
7,27,46
7,24,31
8,34,91
14,46,199
10,50,93
7,28,45
14,58,217
3,1,34
5,3,33
5,11,14
29,344,320
21,100,319
4,5,34
7,23,50
60,311,961
7,7,73
20,112,268
2774,15223,54004
6,20,55
24,192,246
8,23,57
41,310,309
8,38,42
14,31,123
7,9,62
15,173,107
9,31,68
8,27,53
4,10,45
33,198,488
35,135,400
43,235,509
5,8,23
8099,85354,92067
7,43,53
14,91,180
72,353,1018
7,17,54
8,42,38
8,51,29
8,26,54
7,21,34
2,7,12
3272,37014,15105
11,65,140
1864,9307,26052
7,14,41
8,27,53
4075,29844,59753
19,116,226
18,99,203
16,53,279
343,2713,3696
5,6,44
8,32,48
2731,28654,30509
6,7,43
5,19,47
7,21,55
18,239,91
10,64,60
5,7,39
15,85,203
15,66,169
5613,25529,114340
2191,12346,42061
1422,8552,26664
30,117,323
29,134,234
3,5,11
49,347,496
23,99,308
23,293,72
43,232,601
42,174,294
5573,19502,86370
7,25,44
11,71,46
42,309,403
35,218,273
36,289,263
4194,33489,58519
23,154,167
6,14,76
16,86,234
8,28,52
59,614,594
91,842,1023
7,10,65
6,13,51
28,225,173
14,96,184
51,235,678
13,87,140
8334,24963,158165
8,37,77
34,206,421
8637,49176,140739
8348,88789,94605
32,216,348
13889,90375,169460
