wc,tif,trb
4,6,29
6,11,60
3,3,13
4,4,27
2,0,26
18,89,217
2,0,9
3,1,17
6,8,48
2,5,29
2,0,26
5,22,49
5,11,34
3,11,28
4,2,35
3,2,16
2,1,19
4,3,18
4,1,38
5,9,39
6,14,50
3,5,6
1,6,13
2,0,9
1,0,0
3,6,18
7,26,43
8,45,35
5,5,35
5,12,59
5,26,27
3,12,39
4,7,17
4,8,47
3,8,22
5,8,52
6,21,54
6,9,60
3,9,60
7,18,62
29,193,259
3,6,63
4,18,28
7,21,52
4,9,28
2,2,16
2,6,13
10,28,108
2,1,14
2,0,11
4,2,18
2,3,16
6,16,28
1,0,0
2,1,17
3,2,18
7,16,53
4,13,45
2,1,17
7,31,24
2,0,9
4,17,32
1,1,3
8,57,68
3,19,34
6,18,75
5,11,20
3,1,11
1,3,22
2,0,9
4,8,31
6,18,96
7,23,52
5,6,31
2,4,15
5,18,60
3,1,19
4,10,76
7,28,45
2,2,7
2,5,31
7,17,38
5,9,39
3,0,9
3,4,27
8,22,58
5,9,56
4,2,29
6,9,41
4,4,27
4,2,30
4,5,43
8,36,44
3,2,23
5,15,20
3,6,3
6,6,51
5,18,40
5,5,46
7,16,53
4,4,20
2,1,15
3,8,46
3,0,25
8,33,47
3,1,30
2,0,16
7,30,53
6,14,50
5,8,41
5,16,55
5,4,43
6,17,54
4,7,53
12,47,101
4,7,13
2,1,6
6,10,63
4,4,28
7,16,39
4,4,24
4,7,42
2,0,24
2,0,9
5,4,47
9,39,52
3,1,8
6,8,36
3,10,34
5,9,35
4,5,43
3,2,35
5,12,38
5,4,38
1,0,9
1,0,7
3,8,53
5,24,35
5,9,46
3,1,19
3,1,10
0,0,0
4,4,31
4,1,40
3,0,11
5,0,35
4,5,37
7,28,47
6,14,22
3,0,16
3,7,22
5,14,80
4,3,24
7,21,54
3,1,34
5,5,31
8,40,40
2,4,28
6,11,45
6,16,46
6,17,33
7,23,38
3,3,13
5,7,45
5,3,37
3,4,40
6,22,49
2,0,9
1,0,11
7,20,73
4,10,20
4,1,22
6,15,29
4,6,18
5,7,43
1,0,0
6,22,44
2,6,38
4,13,51
5,17,8
3,3,18
4,10,32
6,29,42
3,6,29
2,1,10
2,0,24
5,13,12
3,5,23
8,47,33
4,8,41
4,10,25
1,6,13
7,25,48
3,8,45
2,0,4
4,16,48
3,4,49
5,22,46
7,14,61
3,1,17
3,0,25
3,7,48
1,1,10
2,1,12
4,28,36
3,7,32
5,16,48
7,8,69
8,16,64
2,1,19
5,8,54
7,28,27
4,18,46
2,1,15
2,1,6
13,47,71
4,9,30
8,23,57
7,34,48
7,11,67
7,28,27
4,14,48
5,13,33
2,7,16
8,22,64
7,15,60
7,30,45
8,26,54
0,0,0
4,4,27
5,9,38
4,20,37
4,14,46
6,6,30
6,4,40
2,1,6
5,10,46
6,30,46
3,5,10
4,4,37
3,1,15
4,11,30
7,25,51
4,7,38
9,42,130
5,5,40
3,2,11
7,24,91
5,5,63
0,0,0
9,52,78
4,6,40
6,9,55
3,6,18
7,41,39
4,6,12
3,3,34
4,2,32
6,21,50
5,14,42
4,2,29
3,10,38
4,23,57
5,10,25
8,27,73
3,5,6
6,25,41
6,22,49
7,30,80
5,12,59
4,7,46
4,14,32
1,0,7
2,3,27
5,10,29
2,11,33
7,22,49
4,5,15
2,3,27
2,6,17
2,3,21
6,19,57
9,33,90
5,14,42
3,0,18
5,5,43
3,2,35
3,6,22
8,25,55
1,0,0
3,2,20
4,2,19
4,9,23
5,2,29
3,4,32
4,20,28
3,13,31
4,9,44
5,7,80
6,15,31
5,11,41
6,15,51
2,1,10
9,48,81
6,12,48
4,6,12
6,23,83
8,27,53
4,14,43
6,15,50
6,25,43
7,30,43
8,18,80
6,23,41
6,14,32
7,14,55
3,3,27
4,9,55
3,12,32
7,36,84
6,5,31
3,2,25
4,13,40
8,43,37
3,20,35
6,20,46
10,69,109
10,19,177
4,19,40
6,16,73
5,17,36
9,53,75
8,47,43
5,43,62
