wc,tif,trb
3800,16529,77851
2221,11372,37239
6977,27031,107558
8,23,57
3464,26173,38487
6078,32986,55572
2809,9463,53766
8452,65621,58151
3468,23399,44814
4314,21545,74895
2447,19218,20119
2494,17885,26364
694,4136,13094
103,647,898
1730,5534,37610
5995,37038,89813
5392,36448,38149
2817,12369,41036
8,46,80
5273,22078,62084
3085,22687,40352
4440,21097,82841
5107,39971,53238
1487,11318,18719
3150,20638,28268
3199,23311,28828
2257,13941,22559
12,47,121
4391,29910,45927
5014,27362,68097
3785,19424,59705
8140,47470,94362
3649,20972,54214
10421,44108,137986
1696,4592,37708
5031,37747,38052
301,2639,3359
9,25,94
6391,30450,89823
5411,20847,97960
3662,13983,61761
4589,19690,84535
7215,44096,97687
2430,7144,42868
10733,65275,101559
1417,5600,29123
7552,18183,125149
5944,50170,39858
8501,55350,43964
1312,7199,25475
2163,14658,24835
2725,15903,39909
9548,43445,135609
7650,57095,74475
1816,12908,8110
2181,8696,42859
4300,21795,80097
1266,9811,14285
3819,12806,74809
12105,72843,102880
733,2668,14987
1233,9702,16355
3287,24310,34349
9702,53096,121348
7437,47860,78918
9924,61926,100542
3645,16819,43826
1851,14809,9831
818,5774,13841
1444,11182,12508
3881,13945,77877
6,9,42
3656,24777,21802
4059,24193,32958
10362,71964,83099
408,1378,8042
6893,59514,31706
2758,12969,39761
26,58,266
5538,39859,43407
7,15,61
10,19,69
3170,25087,29963
1430,9487,19899
1168,6470,12052
5181,23946,62245
1389,6932,27693
461,2729,7300
3992,18073,76977
5336,23237,38643
2833,18073,46144
4446,31302,49374
4852,32024,36830
3188,28154,30712
4224,23302,56201
12266,57173,119811
11599,47896,165959
4148,23455,63997
8481,31687,103483
291,2639,3626
4835,26633,78604
8311,56117,89054
4489,31472,61959
3171,9121,69975
5416,29284,58854
17,79,130
4055,29268,47447
3475,23043,49862
2554,16593,25899
3865,26356,48475
13455,64159,151892
8903,45204,108603
758,7829,8089
2394,16985,34051
5997,18728,110223
12960,70825,104735
17,91,144
1373,3033,31206
10623,50049,111590
11,28,136
3923,23672,25690
18,74,256
1339,5390,27966
7680,44225,78878
3015,11705,50794
2066,13026,14872
4263,26587,50574
2703,8114,59363
16546,95921,135040
6401,45165,35084
2169,9578,40553
5194,31909,81416
239,1414,4387
1326,12497,20422
15814,91784,128291
5388,19084,88292
1406,11118,23729
452,4502,3186
3437,12210,73620
5,9,30
5669,31484,63020
6355,26350,94435
139,1400,1453
690,3093,14113
7528,55138,92344
2366,8949,50149
4709,29310,67008
4668,28709,59382
15,50,225
3401,9722,75135
2033,15550,20760
1740,6599,36671
5633,40259,47448
4793,33433,59894
2728,21094,43186
31,252,211
2475,13639,43469
3854,22974,65008
20,97,235
3817,27336,54015
9430,43156,154138
7185,31999,100959
2601,25695,34258
