wc,tif,trb
21,95,164
22,111,189
15,54,141
15,76,105
27,135,212
12,58,116
26,137,231
32,176,251
25,103,187
13,76,75
36,183,403
30,191,227
22,103,173
18,97,145
18,66,160
27,120,248
12,52,78
22,115,182
32,141,341
21,92,153
22,113,178
31,101,359
21,48,191
21,118,177
31,118,258
26,97,225
24,129,152
21,127,119
30,196,192
19,70,167
16,57,149
16,78,101
29,124,223
24,116,175
24,94,189
25,122,238
19,108,144
25,119,144
31,107,307
19,104,132
19,115,136
17,98,147
24,119,202
39,181,383
19,87,147
28,150,196
22,97,180
21,98,156
21,96,119
14,56,140
37,148,432
27,105,263
29,148,194
20,69,186
26,100,263
33,159,283
26,122,271
28,116,271
22,92,203
34,121,298
22,110,180
25,85,225
37,216,250
23,124,235
21,74,150
20,90,137
25,98,242
29,128,190
17,88,128
22,99,164
23,109,215
18,77,212
17,61,220
32,122,287
29,105,334
31,110,303
16,95,104
36,195,325
27,97,248
26,113,151
19,77,206
42,251,274
11,53,127
29,114,274
26,115,177
39,199,308
36,221,320
24,158,159
32,184,265
30,105,249
25,112,199
22,96,232
15,64,159
27,134,239
29,181,175
20,102,137
20,78,180
32,152,234
18,113,165
15,37,157
27,163,318
29,127,353
26,126,255
26,122,236
37,160,443
25,130,225
33,221,276
44,251,478
