wc,tif,trb
7777,55759,87806
9652,67794,81674
4602,46616,52692
763,2757,8921
17860,85762,168967
6558,29212,132752
4363,25498,64215
5203,27219,90173
7,14,41
11256,53703,124603
10049,67912,119569
3602,28556,57263
4737,13252,105053
1613,11589,27310
168,253,3853
5231,59224,46575
1834,4772,39402
9637,57371,103009
7848,57523,89483
18616,97222,199310
9652,40555,131865
7,12,43
4575,30467,70084
5824,13250,118890
22292,124111,173191
3,4,5
3251,6751,74434
730,3315,9748
25,172,349
380,1799,3044
405,2689,1498
3053,12201,64004
9571,58710,115521
561,2924,9188
251,1491,2344
4954,33749,72539
3051,9148,67021
17440,107299,161557
11048,85874,73555
418,1750,8596
7736,41564,133276
8,17,63
3339,30236,50356
18805,115726,102230
6281,31785,88620
336,1298,5131
515,5021,3145
4219,15001,90379
7,15,95
6247,43449,92008
9238,44922,125988
10,68,62
4492,28079,70641
9342,50315,120773
3223,15479,65009
334,3202,4073
3521,16728,54374
171,585,3610
3262,5344,76086
370,3305,4679
163,406,3567
290,1886,2540
3650,28539,57677
290,2785,4181
9,56,65
37,135,680
3137,20234,57027
256,1828,4426
6523,47628,90168
3864,30139,61515
13258,49766,149980
3243,28559,51381
