wc,tif,trb
4234,20992,65032
3,0,21
7387,26365,114004
4672,35718,45998
3542,24247,19717
7,23,53
2404,11170,48786
1467,14954,15158
622,2740,8942
7238,39527,88474
3227,25719,36318
3901,13639,77781
3725,21171,50148
2972,18270,24962
4105,18694,76527
4227,20154,73145
859,8585,4366
1643,7242,27210
2898,5803,66527
2027,8606,35931
7,41,39
9058,46107,94561
4413,36364,49549
9568,46995,114800
5026,34486,31029
4553,21670,77149
2490,26047,13255
74,468,510
4255,19497,63299
6474,32263,57330
981,10874,2425
2483,16506,34228
1071,5868,20079
3227,21086,22467
1421,4174,29381
478,2610,9220
2903,15368,57063
3555,19334,35312
5628,38211,36321
2983,6003,68162
5350,42473,50790
1032,2172,23310
2018,19920,20894
33,211,130
1337,4470,28679
4549,21563,45360
2088,22364,6756
4039,17645,68116
3343,17612,31366
5086,40626,42310
1043,4199,21438
5297,23234,97627
3796,24980,24799
4866,27694,82441
4909,28899,66688
9968,71027,87547
2205,17850,21471
15263,99457,82898
12807,77032,108048
4639,12253,97594
1010,4038,21122
9522,69483,67992
1718,14927,27903
1893,7587,39584
58,657,533
9768,58413,98127
8371,53173,77020
4005,21681,55432
5568,39081,61186
11582,89969,68913
4622,13458,97596
3718,28248,60916
1755,7508,36272
3293,28854,23967
7969,50374,93143
4133,11714,73663
7506,40406,108492
6968,46412,56602
4037,21356,49583
6323,32230,81306
2934,10281,62381
11720,67684,75846
6912,30662,110036
5409,24984,80415
4016,18389,81305
2368,14073,32898
8144,32395,116773
7,14,57
5410,38475,50920
9329,50501,85942
3984,13591,76337
9990,77913,65371
5903,36855,59516
4501,24211,79745
2515,19576,13089
3673,26168,39534
1015,6063,19192
33,225,334
1516,4042,33752
7044,45347,103043
10563,67279,66577
4129,15717,58794
10,70,106
7169,25085,83573
3653,16119,55238
6672,30243,105389
4856,35170,51618
2228,16694,27598
2026,14023,29944
4458,33196,40824
2504,19212,28976
1355,11234,19695
4518,29216,47490
5720,32910,68775
3913,24933,63622
9434,54072,108868
3992,22099,55946
12042,49078,155034
1461,4303,31986
4298,30200,34112
46,346,410
6,10,50
7874,36949,105268
5816,24077,103533
4135,14722,69043
5401,21681,96896
8431,51300,112764
2525,15124,41833
16715,85606,140806
2830,10434,45222
12200,26438,173622
6545,51252,41267
12089,80154,60972
1889,10379,36756
3766,28133,47511
5405,32076,68586
12955,49042,168047
8416,58848,84086
2046,12928,7782
2135,7135,41759
5044,22746,96252
1687,13775,20142
3604,12852,74280
15689,88470,127637
1314,5852,23840
1729,13577,22368
4724,31280,49424
10761,56676,133829
9402,54306,99165
12271,73614,122312
3519,16030,37789
2620,20085,13763
1009,8536,16604
2035,16024,17420
4148,15521,80524
6,9,42
4461,30165,24580
5726,34236,45895
13822,85872,107593
1484,8965,25201
5513,46132,24571
5022,21442,63360
1894,12658,34411
10211,67124,79328
8,15,65
8,14,66
7110,43396,63448
2203,15297,28994
1637,9498,17067
5209,34255,58582
1014,5057,20193
722,4282,11448
4687,22570,88283
9260,49101,86835
2858,20447,48081
6666,46471,74109
5781,36494,42154
4345,36294,42863
4744,22986,61380
15625,73937,140326
11581,50525,172206
3961,22715,58878
9198,41346,107231
1526,14211,19265
4635,27132,75202
10162,71098,101929
5487,34971,74340
3832,10653,84875
6530,33254,66843
15,68,113
5086,42182,47536
2840,16395,45999
3463,22883,32396
5121,35936,63827
18343,92363,198096
10470,46995,125791
1529,17379,15958
3483,24229,49172
6640,20108,116680
13572,80004,109216
18,68,262
1979,4468,44921
6808,29462,69578
15,45,207
4100,24404,35907
14,60,170
1898,7581,39794
10686,52977,107528
1526,6602,31338
3030,21169,21749
5764,35477,68817
2896,8686,63644
17618,102046,146512
9203,67075,49658
1168,3222,25858
6536,38298,101786
8,17,63
1878,17772,29029
18443,109944,133794
8350,40678,109140
1024,8090,17291
31,277,312
3704,12926,79593
5,9,30
8282,46256,97388
7896,38660,109610
1633,20440,14503
2934,18635,46139
8116,56196,102993
3164,11775,67273
3559,28801,50719
5443,37279,75161
9,21,124
3409,8499,76570
2102,16286,24478
1518,6057,31773
4875,32470,42540
6610,42256,67796
2952,22358,46048
8,37,43
1775,9867,31371
6200,44864,92870
19,77,234
4448,31894,62828
8429,44916,132433
8148,36545,108843
1064,9883,16537
