wc,tif,trb
387,2242,3973
1950,8507,17457
1107,5930,9316
1937,9117,18103
1593,7653,15468
1024,3351,16415
1152,6766,11732
1488,8039,11909
733,4602,6018
1893,11682,10564
1744,9556,14325
1800,7469,17369
1083,5543,15317
1501,9134,10109
1109,6611,11538
2485,13549,30592
2117,9007,22073
1111,6947,9572
1642,10935,10610
782,5733,4764
681,2978,10065
1989,9215,17144
1745,10020,15561
897,6093,5220
1419,10223,8546
669,3789,4746
694,3755,8070
675,2795,11635
651,2958,7413
632,2697,6293
1322,7572,10557
821,3788,7207
2027,13609,12772
1362,7060,13359
1098,5722,10816
2000,11272,13377
1608,8263,19964
1965,11080,15908
2201,10191,16405
1698,7734,14763
603,3069,9364
1151,6838,8775
881,4783,12556
2492,12945,18301
1503,10566,11518
1116,4844,11342
1413,8603,12516
1070,5395,12029
875,5195,9016
2293,12325,23149
420,2031,5422
1585,8608,11317
1447,7204,14325
1527,6267,18845
1747,8026,16291
1714,9416,17993
1378,7362,14710
1708,11681,9792
1047,4719,12272
1478,7957,18739
2050,13245,13292
1230,7072,11480
1198,5491,13874
1897,9983,15009
1101,5357,12688
1443,9101,10014
1003,4550,16693
3073,18541,21216
1078,5569,11614
1634,6434,18779
1093,5340,14622
2432,13508,21754
1506,7678,13202
901,4420,10803
684,4005,8180
1817,8545,22185
1666,9564,18338
1605,6018,18581
2108,9953,23936
2132,11535,17367
1550,8634,14868
916,5423,7433
2304,17401,10830
2115,13005,15435
885,4397,9276
509,2396,6081
1367,7323,13843
776,3701,9437
1010,3641,13108
1792,10067,12492
1204,6651,11038
2187,11897,20187
936,4492,10856
1861,9211,17169
2199,12652,17889
771,4952,8432
993,5969,11525
1509,8004,14581
1262,7789,8917
572,3626,5596
782,4358,7132
2428,12201,21407
1990,10927,16181
2039,12069,14594
2387,14295,16116
1551,10007,12307
2313,8174,25139
1712,13292,10328
2051,11805,17969
1932,11347,16766
1435,9568,11958
1302,7035,14458
927,4373,10317
1364,7576,19033
962,4632,10277
1638,10743,10401
609,2511,8863
740,4624,7566
1632,8457,16599
1065,4960,8980
626,3257,7230
1603,8998,12353
1809,7962,18810
1229,6800,12231
834,3367,10819
1739,9058,17093
1472,8197,10985
1827,10926,16267
640,3079,7719
2287,12420,17172
834,5092,6882
2889,14947,26340
1546,7770,14742
1517,8476,13373
804,4583,11599
1517,9428,14709
1693,11895,10590
1828,13375,10104
1199,6946,10545
1379,7918,10720
1521,8617,14343
1443,7871,12881
1140,6186,13822
1604,9615,13529
934,5384,7794
916,4646,11602
1560,8700,12191
1363,7604,12805
1213,6306,11865
1437,7064,14508
1171,5828,13269
1282,6556,10905
916,5720,10444
1209,8559,9224
994,5249,9338
880,3595,13761
1081,6487,9056
1093,7238,8952
1346,7694,16382
1627,6858,19346
1203,6754,11904
1733,11578,10651
945,5161,11339
1849,9806,14658
1432,7667,15690
980,5895,8648
1597,8397,23443
1278,6727,17455
1122,6405,11959
1914,10541,16155
1284,6366,16766
1484,6842,18431
1297,6903,14519
1545,7590,16646
1930,10667,21482
1341,6555,14489
1049,4652,13286
1738,6797,23096
1880,10248,16131
945,4779,11464
513,2646,5854
759,5191,5790
1375,8941,7863
2333,11751,21267
1613,10007,14591
1285,6411,14015
979,4848,10094
2788,13856,29655
1794,9457,16849
1156,6876,11424
1081,5359,13930
1291,5752,11977
1948,11823,15580
1197,6731,13617
1777,8988,19189
2283,9503,25042
1257,6245,11626
1856,12157,13525
890,4402,11946
1315,5591,12232
1445,6111,16851
1446,6563,15239
1052,5724,10382
1730,9252,14512
747,5210,8493
1559,9511,11475
1302,6224,16522
1365,9381,12985
1433,11351,8683
1906,10906,12979
2083,9706,20956
2235,11887,20973
923,3815,11890
1809,10114,16344
1157,4993,10332
1459,8847,10390
1472,7991,14577
697,4516,5461
843,4285,12903
1635,8481,16545
1641,8019,20000
1846,7015,24016
2248,16698,13338
1469,8100,14629
1289,6521,12755
1759,7382,19658
1412,8421,10966
2013,11079,18688
1348,8095,12020
2096,10509,22320
1490,7388,13441
767,4711,6883
1796,8686,20656
1316,6999,13800
1852,10552,22427
799,4084,8634
1095,5277,12234
2101,12773,16631
1554,7333,17484
820,4547,9004
1630,9704,10695
1099,5964,13361
1068,7994,8518
2117,12704,16116
1016,5440,12409
843,3971,10865
1910,9262,20506
1568,7030,18629
1338,8453,10583
658,3230,7292
845,5084,9468
1265,7387,12649
384,2587,3572
2149,9083,27051
1038,5166,11693
1783,7548,19848
1219,6980,15642
592,3618,5222
2767,15683,23935
1399,9122,10373
738,5079,5964
1181,5266,16503
1921,10146,16309
1033,4273,12855
1819,10132,17806
615,2723,7934
1570,7626,17923
1123,6187,10830
628,3857,7119
1463,7619,13692
1083,7875,13046
1355,8345,17461
