wc,tif,trb
27,128,220
19,58,193
24,104,253
24,116,202
24,138,175
28,165,253
35,157,302
21,103,241
31,123,299
18,55,178
13,56,111
11,30,70
20,105,153
30,133,283
14,64,148
26,89,295
25,127,213
40,217,267
26,86,253
23,105,186
30,174,217
19,75,199
15,58,103
28,100,266
21,102,195
15,56,106
29,149,154
31,193,251
21,106,150
23,79,257
24,136,120
32,152,263
17,173,68
11,50,83
21,116,186
13,55,89
21,131,120
29,126,313
22,102,142
19,64,202
11,22,112
31,197,229
23,81,233
20,95,144
16,68,109
23,95,205
20,77,181
17,60,149
15,48,175
22,81,198
14,77,76
13,84,65
10,14,110
22,100,168
15,52,126
26,130,190
21,87,233
20,126,125
18,70,157
23,101,183
31,184,193
21,76,169
21,102,207
22,110,170
27,131,216
17,56,175
23,113,179
18,61,150
19,69,158
16,60,133
20,74,175
15,68,161
15,54,141
11,54,81
24,124,164
7,19,50
24,132,220
23,94,194
20,93,146
12,69,69
33,196,355
27,163,206
19,100,140
15,81,86
13,47,110
27,163,231
10,54,62
18,117,124
30,113,299
16,62,111
20,75,159
26,94,268
15,66,128
21,83,185
31,111,247
20,79,153
15,91,106
15,83,98
25,155,141
15,60,156
13,51,98
16,91,115
21,98,134
24,130,205
23,93,185
19,98,151
23,127,169
20,133,103
23,115,170
16,84,120
12,70,68
13,95,119
18,93,100
27,94,250
18,87,128
21,94,137
26,164,245
21,116,136
17,71,97
13,48,123
24,92,324
24,119,284
29,119,170
17,60,167
25,93,238
20,96,141
29,158,338
22,92,193
20,91,193
29,111,274
22,79,160
26,90,247
26,157,142
22,105,235
29,127,212
14,84,99
20,77,192
25,118,195
15,68,122
14,75,93
22,68,194
14,53,160
15,62,183
28,117,287
28,105,355
27,97,265
12,55,87
30,150,291
20,64,170
24,95,148
15,61,156
33,208,203
8,31,78
27,102,266
20,95,153
34,145,270
22,91,185
22,154,145
25,126,253
28,110,225
25,115,187
21,87,216
17,92,204
21,106,171
24,142,159
17,67,93
14,56,148
24,81,177
16,106,142
16,46,200
26,122,308
26,93,315
24,111,236
19,90,174
36,179,327
19,92,203
21,141,200
33,173,359
