wc,tif,trb
5,1,30
8,41,39
7,16,64
6986,66307,38419
8,30,50
6,18,26
3493,34893,52365
6,12,24
6,19,31
5,5,59
6,23,13
6,11,55
12,24,116
7,18,37
13976,116366,85539
5,10,33
4,12,18
11,61,148
6,13,35
3499,10502,76859
2337,18648,25695
8729,76769,62808
4,11,49
5,9,44
2,3,22
7,22,53
5,11,18
6,11,39
3494,10483,76788
3,1,19
1172,11078,18080
5,9,16
6985,29670,123907
3490,8720,78485
2285,19371,37541
4,6,47
3,5,4
12216,85469,111679
3719,12605,80275
3501,13990,73412
3510,12295,75218
3495,13966,73319
4347,46711,53330
3,4,27
5237,10470,120408
7,29,40
5,5,63
7,13,48
4,15,49
8727,80245,85480
6984,47122,78546
8749,50692,115165
2,13,31
6111,64496,72465
4218,29697,75669
4,14,34
5,21,50
5,28,36
12215,57580,143082
4,6,39
3495,13989,73266
10468,59326,125600
4017,30861,41504
4,6,34
3492,5236,82004
3493,13961,73296
88,302,1839
5,10,46
7,19,56
6983,47108,57602
3496,15714,71580
1,0,7
5579,16874,119119
3482,41729,45201
5,6,19
3,0,24
3503,12241,75201
5,20,49
5,5,44
3498,17484,69840
3984,46328,41146
5212,19088,111151
8,27,53
8,29,51
5245,33166,87440
4267,21353,70108
6,11,25
8,20,60
3493,6981,80287
2,5,20
3,6,21
13960,59320,164017
3495,24450,62819
15706,49734,181480
8,46,34
3496,24433,62847
8,49,31
10,39,71
6878,36119,86540
11,35,98
4,10,6
5238,47111,68062
7,21,40
7,14,61
5,17,51
5,21,32
3496,19192,68100
6,9,42
8,32,48
8,9,71
5253,64257,51058
6,7,29
4143,33078,57912
6,18,43
18,75,163
17,90,158
8,44,36
3491,8722,78494
318,3715,4066
13,100,130
5,14,41
6985,33161,120410
7000,57709,68163
3492,27912,59357
3494,17455,69801
9325,79160,87815
14,53,199
16551,120680,81634
19193,93049,150032
3494,6984,80298
2,5,20
8716,108379,30829
8,33,47
1270,5062,26590
6,22,54
13982,107832,136904
4952,38642,76267
6622,38319,107271
3496,36629,50597
12221,98578,88997
3551,9102,79247
6982,52336,101204
7,18,99
8,42,38
3528,38562,49128
19,71,273
12220,68050,167537
13963,78560,95971
8,15,65
3494,13963,73291
7,10,65
9870,88982,96343
5242,22706,108254
3492,27922,59354
3650,19825,71321
3518,48949,38597
6992,41929,111809
5,8,51
2332,22827,19802
16871,87518,131469
6772,18989,130541
8047,76050,69605
8007,75643,71610
3496,12231,75063
7,18,43
3498,27933,59364
5,13,40
7,22,33
7,10,59
6991,34952,118747
18322,111997,122793
226,670,4890
12,110,148
3500,5292,82088
3487,15675,71395
5356,30231,102122
2177,18441,35822
11,69,100
4,11,21
8,38,42
6,23,37
3487,19164,67903
5,11,38
6017,57528,77448
3495,20941,66328
12219,78200,122503
8,39,87
7843,36886,132773
5,10,47
6,18,53
7,16,53
5,10,50
5348,30811,86792
6986,33170,120426
3498,12442,74887
6982,13960,139560
11345,60207,168400
8,33,72
22236,115564,178184
3496,12234,75071
10476,26227,165808
8727,80231,59319
17448,71592,83755
3492,19198,68051
10,32,98
11010,76817,108848
17462,62955,237487
6996,71533,82153
8,34,46
3497,17468,69837
5249,19235,111783
8,29,51
3499,12240,75113
20114,103434,168819
8,19,106
10,38,80
3471,32743,53516
8746,67158,130172
15655,72622,162309
19194,83746,218083
9,47,78
34,264,206
4,13,38
22,129,162
3631,12411,77445
5,7,33
8,49,31
78,747,807
13960,90744,132594
6,10,50
8,60,20
3495,31402,55885
6,9,62
13871,79565,126340
5,5,51
5,10,54
12215,91148,109924
7,25,50
7,27,48
3497,26200,61105
4,8,33
11,47,122
5239,17460,113401
3495,27926,59354
3552,31894,56450
8740,63690,99573
10497,75124,92420
5243,59275,55954
6,13,54
20863,99222,194057
10232,55624,180506
6982,40128,113424
9143,38373,111713
19,107,223
3502,17487,69907
10533,73314,131307
10475,52360,157096
5240,13974,116936
2457,18246,41871
6,9,43
5244,68066,47149
2231,4462,51218
10144,61415,114281
8731,65248,97981
20940,122141,212863
6020,32512,102112
4,4,17
8,23,57
5241,10488,120417
24216,136146,195104
3,4,5
5235,15700,115150
7,11,50
3,14,35
7,23,57
12,40,160
3492,13958,73283
10474,64554,127388
5,10,46
11,66,83
5246,36673,78589
3493,10477,76778
18675,110937,181194
12251,95850,83875
226,1012,4540
8729,48857,148350
6,9,56
2953,28013,45727
21219,130334,112259
3496,26184,61108
5,10,54
8,49,31
4849,17255,103911
3,1,15
6028,37233,96655
10474,52357,139615
8,18,62
5235,33136,81999
10474,55866,136104
3492,17450,69819
5,17,45
3499,8799,57656
8,20,118
3493,5235,82024
148,1599,1722
5,10,35
7,17,38
3507,33226,54213
6,30,30
5,9,33
7,23,77
6979,48853,104664
3,3,41
7461,54402,104407
3512,29742,57867
10584,50935,143774
13,82,156
