wc,tif,trb
2114,8688,22175
705,3805,7128
1404,4855,14360
1463,6854,12974
1239,5824,14495
1446,7695,13932
1022,5974,11856
1037,6147,11876
1875,8808,15850
2037,13041,11241
1373,7393,17594
2068,9671,19871
1504,5462,16162
339,1594,5277
2092,13608,12705
1784,10861,14755
2595,11094,16986
1858,6948,24076
804,3131,12868
2214,10712,24569
1296,7316,10597
2455,12295,22271
2082,10663,16100
1594,7207,16025
929,5481,9429
2252,11024,17973
225,648,2962
2661,14236,21897
1013,4065,12767
1816,12641,12282
1209,8303,7629
1419,5437,16629
3012,20422,19876
790,4758,9690
1457,6208,21471
1075,6119,11778
1343,7763,11363
1498,7277,14371
1442,7330,13222
1257,4606,19465
1282,7027,13254
1761,7015,14641
671,3856,6600
1755,9683,11124
2208,13206,17142
1741,7915,21573
1295,7569,9314
2332,10579,21624
1660,8549,16937
2009,11744,16030
999,4002,17983
1488,8478,12920
1087,4142,15485
2070,9678,19847
2349,11501,22810
1038,8136,5861
2091,8903,23999
795,3573,12275
1876,9511,17069
1571,6466,15153
900,5893,9450
1760,9534,17047
1850,10219,17595
1354,7315,11013
1848,10517,13663
1801,9831,22067
1603,10057,14729
1080,4746,9377
816,2195,11814
2348,11589,22586
1486,8426,12645
1746,9146,16947
2297,13810,16299
1117,5120,9911
2126,11784,17787
1640,9947,14553
1987,9705,18600
2293,11556,20691
853,4789,13602
3229,14201,36374
2216,10684,23362
905,3836,16064
3784,23784,24975
2251,14130,18005
1799,9740,21115
1873,11798,16388
1649,8144,17592
964,6143,6517
2926,15454,19565
2260,14568,16539
2115,12425,17749
1326,6965,14378
1901,9326,13773
332,2583,2303
1582,8535,15770
1911,8954,24516
3666,17172,36711
1562,8540,14239
3003,15513,29900
1369,7624,13175
1157,7061,12110
703,4495,7508
2399,11176,23296
1159,5539,9926
1668,8815,15595
2624,14876,20294
763,4265,9310
671,3042,8608
1356,7780,11982
909,4889,10597
2252,13087,13699
1982,11335,15062
1562,7282,16077
1584,10138,14203
2397,13556,16634
947,5742,11191
3330,15582,40223
863,4285,9023
2041,14516,9437
2243,14035,13820
1192,7533,9697
1575,8604,14190
509,3119,5193
1871,9766,16697
716,4819,5516
795,4752,7106
2192,12401,13626
1383,7037,13832
1134,5833,11045
1616,6989,19631
1642,8599,12055
1816,8495,19494
1533,6455,13874
1903,11722,15177
1886,9657,14524
592,2632,6973
1247,7428,9194
2175,11788,18478
2049,11166,19971
3164,12800,31766
1520,6401,14487
1631,9424,15816
960,6095,9392
1097,6266,12128
1622,8139,13298
2183,16084,12402
1644,8043,18600
1289,8056,12498
1998,13479,16309
1391,8852,9743
1464,6857,13471
1016,5475,10214
1675,11078,9856
1082,4531,13571
1769,8259,16426
1188,6665,9200
2132,11106,23472
1438,10334,9201
1568,10606,8416
1005,5736,8758
2445,13552,23456
2192,15315,13618
1694,10506,11739
1762,8483,16069
2110,11429,15997
1537,8765,12890
1663,12025,9114
1610,7448,16925
2332,12425,19671
2017,11316,18969
2009,9468,16068
1036,4558,14828
690,3360,10679
1481,9565,8649
1361,3854,23949
1410,10017,11393
1893,10266,24908
3416,20088,27926
979,4501,11236
1450,7018,16240
2106,13459,19179
1438,10308,7744
2541,16347,14469
1727,10501,14411
1940,14065,10325
583,3141,5969
206,744,3360
1220,6801,14441
1296,4362,12720
1004,5052,12659
1982,11656,13410
2489,12680,22113
1987,11491,14597
960,6100,8565
1637,8034,19147
984,5897,8591
1918,9039,20480
1059,6244,10076
986,5153,9620
680,3751,7258
1366,6416,15646
1148,4331,11875
3169,19712,23147
2057,11686,16212
1924,10270,16355
772,4369,5447
1500,9951,10319
2986,12420,29668
1394,8340,12190
2394,12426,20839
2617,14869,20008
1678,11268,16118
1598,7865,16626
603,2538,10209
1385,8053,15645
1567,6967,16131
318,2026,3908
1040,5968,9202
933,6603,7167
1572,8928,15605
778,2543,9031
1546,11388,9683
939,5960,9433
1653,7910,16797
1605,9445,10074
595,2907,9654
1422,7385,14785
1083,6380,6970
1062,7118,6431
689,4034,7267
2057,10486,14558
967,5026,10572
3389,18195,27925
1914,8818,18659
1538,8435,16198
1463,5154,14364
1931,9653,15405
1986,10976,18410
2283,17073,10693
759,3637,7711
1231,6393,11459
1519,7384,15824
2105,10907,16438
1509,8796,15302
1598,7726,16269
1553,10742,9810
783,4506,5589
1004,4512,10772
1564,10373,12805
1490,7520,12627
864,2984,13433
691,3434,9803
1057,5982,9361
819,6271,6936
2333,15919,14434
1575,7891,8997
979,4202,11719
1974,12878,15646
1289,6762,11717
2088,9732,27861
1252,7734,10807
881,3844,9181
1704,10503,12164
2004,11097,18873
1792,10443,13006
1530,10130,13416
2466,12297,18867
2029,9121,25525
1398,8329,12358
1245,5751,16555
1220,7138,9922
2089,9367,20998
911,4126,14369
1554,8605,14628
3107,14721,32000
1730,9470,17916
1480,7841,13605
1229,6181,8472
2025,8994,20345
983,5720,8575
1151,7029,11438
906,6111,7357
1250,9660,4749
1475,6865,14365
3242,16746,29560
1990,12532,14717
2692,10381,39957
1282,7146,9922
3141,14971,33610
2313,10850,23366
2689,14784,23321
751,3573,12137
1149,6581,8609
2191,13600,15134
1176,6724,10291
996,5396,9932
2215,8897,23064
2226,10964,17664
1864,11973,14875
1366,6037,14640
2058,9370,18344
1514,7657,13348
1514,7582,20483
881,6363,6921
3841,19034,26640
1087,5265,14897
1281,7442,10118
1817,10781,16042
2269,13386,24463
1640,13557,9229
1729,8998,11543
2349,9769,35807
1881,8893,20510
541,1506,10683
1574,9494,14497
2408,13212,11868
1765,10196,10185
2350,11549,22901
252,1944,2170
635,3653,8776
693,4167,7241
2309,14833,18613
1525,6654,19194
1958,12303,15824
1525,7369,18251
1193,6063,11085
1721,6977,27001
1522,10674,10313
2366,13132,21686
1220,8694,8530
3129,14703,30879
1036,3413,12703
985,5367,8809
1296,5579,16465
2125,11546,19275
2435,12997,31998
1275,5745,13957
779,4485,7610
637,3819,6013
1939,8274,26667
1220,6498,11738
2121,11600,16587
811,3268,11739
887,7158,5425
1730,12372,9123
1215,5949,14862
1341,7067,14131
2055,11740,16276
1998,9097,18523
1252,7631,13597
1794,7747,21939
1366,7074,14006
1816,10513,15796
359,1733,5958
2568,10701,29665
424,3129,3399
1978,10585,14044
1570,10080,10378
893,5747,7611
2920,17854,27375
521,4930,3567
1306,7191,14021
459,2242,6739
1433,7035,19800
1754,7091,20187
2190,10698,20719
1343,4949,25339
2484,12510,25681
1513,8805,12063
707,4187,6664
1742,9317,24877
1194,8456,17119
1783,9406,24752
