wc,tif,trb
3081,19268,21306
2525,18036,19502
1795,10118,18383
1626,9888,14330
406,3402,2906
1296,8373,11895
2233,8664,30105
4443,22949,41665
1439,7479,12459
3759,17547,38536
1726,9203,16634
1007,5345,13558
643,4471,7952
2851,13364,24817
1896,9372,14683
1988,9948,17989
3010,16924,22758
880,4785,11289
571,2326,9391
1525,9533,12720
834,4909,10892
2928,17801,16587
1717,8406,13639
1609,7579,15451
1820,11179,15556
2159,14414,12161
602,2208,12102
4786,24437,55855
515,3509,6427
2622,17862,11746
3117,19007,19069
775,4153,9094
1585,7555,16166
186,1236,2196
2154,11675,18839
81,477,547
914,5235,8418
2689,18479,10082
1867,9673,19939
1164,7740,10070
1762,6983,20794
1794,8622,14179
1670,7837,15931
1764,7496,17391
2038,14028,17397
1861,10161,15492
712,3630,9836
1558,8607,12614
2352,14842,16006
2784,14413,27873
3112,12529,31679
2208,8541,19797
2181,12637,21277
944,6273,10401
1213,7946,14583
2275,11469,19196
2674,21800,14096
2012,9662,21360
1332,8861,11270
2680,18445,21417
1871,12339,12199
1917,10014,17439
1119,7870,8595
2244,15481,12234
1148,5344,14869
2177,9572,21054
1299,7450,12656
2819,15860,25885
1698,11433,11041
2132,15368,11337
1184,7076,11103
3018,16433,30981
2044,14229,13598
1865,9169,16183
2324,11602,18830
2695,16006,20245
1494,9505,13732
1857,13313,11074
2359,10015,28147
2628,14464,19161
2215,12947,22066
2238,9710,19128
500,2958,8616
1022,5585,17123
1988,13109,10660
869,5080,8018
1954,14568,15412
2247,12275,32000
3862,24950,26777
831,3113,12276
1957,9055,20506
2408,15563,21836
2068,15702,9530
2044,13663,14189
2459,16174,19093
2469,17275,11757
415,2214,3299
188,574,3994
1399,7304,17341
1454,7660,13604
1367,6399,16444
1676,11211,13154
2865,16866,19009
2904,16321,21019
1265,8499,11085
1881,9838,17901
1314,7694,10535
2089,10317,21216
1319,7038,13257
1217,5505,12551
532,4692,3422
1841,9079,17892
1544,6450,15491
3644,22002,29396
2097,10986,18117
2055,11808,20916
655,4425,4254
1940,13248,14617
3706,12056,36380
1708,12161,11488
3356,17507,29144
3630,21289,25291
2459,16390,22737
2026,10216,21534
768,3208,14190
2365,12964,23207
1711,7826,14529
434,2745,5913
438,2570,4680
1064,7934,7806
1436,8166,14409
597,3607,6676
1825,13496,9939
716,4408,10928
2265,11039,23079
1632,13077,7757
727,3979,12100
1871,9685,18844
1631,9151,9553
1143,8013,7348
827,5241,8436
2514,13214,17720
761,4262,9727
3739,19128,30691
1824,9277,13854
1855,9256,19971
1670,5975,13392
2161,10331,17220
1976,14639,10506
3269,24889,14418
992,5954,8926
2009,10552,16434
1606,9487,13117
2166,10302,17661
1492,11034,17218
1864,10492,14597
2071,13108,13772
1052,6502,5354
1323,6736,12762
1505,9040,12764
1783,11037,12227
1075,4069,16806
185,822,3125
1271,7655,10468
1099,8449,8100
1943,16814,10784
2388,14069,13080
1124,5291,12721
2074,12123,16862
1655,8845,13260
2536,12064,28280
1117,6349,12129
1174,7247,11782
2155,14449,13669
1859,11574,15902
2631,14635,17479
1658,10904,15141
3077,15524,23892
2178,9865,28962
1592,9208,18883
1540,7633,18052
1579,9616,10762
2619,14224,21044
1001,4105,17805
2482,13157,20907
3474,17425,32288
2095,10011,22646
1501,10387,12382
1580,8537,11605
2448,12921,23778
1012,5588,10678
1517,9839,15864
364,2487,5457
1227,9958,3895
1106,6001,11263
3570,19361,30654
2495,13643,19024
2151,11193,20580
1802,9595,13795
3651,15119,42590
2082,9977,27604
1788,12105,16297
453,1162,9160
1101,6914,7626
2217,12646,14758
1209,8885,10318
1762,10088,14489
2877,11465,28958
2468,15007,13342
2131,14074,13305
1594,9573,15200
2293,10521,17688
2142,10931,18285
1871,9522,26526
1319,9897,9581
3871,20016,22633
572,3142,8066
1533,9261,11206
2380,14266,20388
2845,19196,27723
1765,15762,10810
2368,12724,14338
1344,5915,16920
2111,9033,21713
251,766,4532
1764,10519,15782
2260,13401,8573
1954,14310,9464
2806,14996,22334
224,2026,1816
826,3890,12367
780,4650,8806
3443,22220,26697
1698,8415,19875
2448,17254,17382
1654,9166,20239
1704,8387,14431
1738,8150,28466
1628,11834,12079
3370,19023,30393
1639,13383,8056
3988,20264,37757
1444,6109,16915
981,6488,6592
1606,8475,16482
1999,10542,23045
2552,14464,35253
1493,7947,16411
911,5928,9715
865,5593,6518
1565,8615,17093
1631,8865,15218
2306,13189,14993
767,3527,12968
1337,10246,9557
2656,19150,13656
1179,6057,18313
535,3177,6289
2939,16939,23258
2127,8655,21871
1521,9933,15000
1685,8913,17239
1105,6420,10940
1279,7429,13588
417,1776,8219
2957,11806,35990
523,4423,3629
2153,10319,16692
1554,8909,7725
1065,5717,12587
4028,25703,40666
564,4794,4968
854,6852,6344
77,579,856
1463,7668,18978
1524,8094,13914
2100,13967,15933
773,2839,13496
1734,9642,19181
2299,12695,17577
808,4852,7442
1740,10783,24059
1388,11511,18366
2013,11933,26701
