wc,tif,trb
3915,18824,59410
3423,25008,39371
19,114,171
1206,5390,24620
4034,20848,48931
3405,20590,64187
807,1543,17986
107,463,1079
888,4843,17173
1964,11765,31392
7310,42930,71163
776,3544,15073
2082,16395,16991
1447,5058,30969
8714,42312,75627
25,135,376
23,84,359
2024,15535,14991
2138,6469,46880
703,5143,12054
696,37,17273
5138,24058,74580
237,1297,4220
2688,19302,43700
9,37,54
697,2458,14714
5588,33657,45066
1187,12334,11857
762,6726,9817
1826,18244,18274
2713,14582,48357
4259,23177,71903
15,23,234
7066,41562,69210
7162,32479,80580
17,64,187
1383,7260,22967
3094,24782,21757
5382,38746,40380
3444,21274,34208
4748,39798,27360
1712,11013,31555
1461,5391,29357
5020,26592,64471
47,295,364
3505,26792,35563
1830,9307,28567
2368,19536,25918
1313,2660,29957
2460,15062,20977
14,79,91
8047,60265,48271
1346,6070,27418
10,47,83
574,4295,9571
3716,25349,36562
1516,4623,33085
1416,9144,22682
8082,64148,43062
33,106,350
1197,10260,17172
246,750,5280
3929,36263,38998
17,87,120
1346,5409,27636
5369,30837,75887
1761,5671,36733
3512,23272,25117
1728,7842,31938
4751,15782,72823
1196,4789,24514
5981,25644,74408
15,61,124
436,1754,8984
5609,33749,68674
5472,35192,54513
1175,8636,20430
6905,34373,77960
4733,14544,85731
5633,36608,56443
2628,16646,35890
6376,20556,134114
2150,18610,27713
249,740,3909
3479,20703,30431
585,5362,5807
7583,60351,46754
3539,25162,40037
5474,29841,49452
1027,5317,18266
3207,32247,40238
4193,12896,82673
1326,5278,27616
2778,13943,30179
1841,12746,19993
6838,32531,84715
22,77,268
2244,9016,46796
9754,47326,106373
2890,16223,39253
14,79,127
3923,17361,68662
2548,10191,53337
855,3412,17781
1793,11175,21060
15,66,175
2824,9972,33721
3287,15572,51331
10,42,114
5828,22274,93259
3392,24021,36054
4209,34406,23650
14,86,102
1970,8535,40443
676,7339,7016
248,965,3543
6823,39168,82746
1791,11751,20043
3379,12757,65264
3130,17151,44405
1104,7592,7423
2956,13137,55543
4265,19404,73269
622,5656,3202
1126,5046,19258
2573,5110,59061
2074,8939,38077
8,45,35
8289,42016,86597
3916,30877,40964
8253,37895,106903
5399,39515,35687
3163,13069,55654
1414,15624,6749
322,1773,2405
3452,15497,52412
6094,30395,61557
1895,19835,7294
1398,9330,20032
1355,7412,25691
2590,15150,22521
1653,4638,34833
247,1344,4637
2752,14192,54130
2922,16569,33365
6182,40785,38354
3055,5665,70176
4603,39608,42859
921,1889,20982
1448,13247,16417
34,266,119
766,1951,16959
3246,16417,31935
2201,20341,8038
3437,13299,59650
2849,15909,29306
3525,24676,23992
1031,6883,18364
4465,17812,83904
2669,17766,17533
5233,31242,87115
3429,23137,44868
8846,62152,81594
1339,10674,14055
12344,77488,79170
10486,65370,91810
4472,12443,94935
698,2789,14555
5204,39764,51280
1253,10547,19467
1309,5269,27234
22,195,171
6976,42496,66301
6515,43955,60130
1789,7044,29431
4403,25385,54097
10406,80994,58821
4789,14570,98775
2646,19739,43754
1806,7861,37170
2655,23113,19370
7541,45117,93459
3103,10062,58853
5148,22542,86146
4728,32244,39981
3713,20836,46951
6294,29346,82492
2311,8411,42703
8365,59794,49460
5938,30227,93170
4359,21140,65836
3695,16070,75649
2064,9884,35130
6967,26398,103863
9,26,83
3407,25671,37051
5741,31757,55188
2861,9735,54652
8537,65240,57726
3283,21696,41966
4171,20772,72327
2245,16109,17080
3048,20911,30594
751,4454,14001
109,651,916
1663,5257,36186
5760,35988,87319
5905,38939,41151
3023,13028,42504
20,80,168
5386,23325,63442
2716,18231,35247
4330,14725,78851
5105,38822,51126
1753,12608,22136
3165,20705,28237
3444,24794,30111
2399,19020,27040
14,65,101
4118,27829,43299
4864,25406,65034
3715,19457,58290
7884,46138,91962
3587,20207,53271
10058,42339,133101
1606,4407,35551
4829,35526,37036
215,1602,2323
14,55,163
6344,29981,88895
5235,20374,94842
3837,14611,60984
4681,18988,85377
7090,44110,94847
2326,6939,40794
10681,62498,102450
1353,5276,27761
7548,18784,124462
5233,42959,34777
8689,53486,45855
1360,7456,26250
1790,12798,18888
2721,15869,39543
9278,41327,130985
7443,53651,72432
1494,9041,5750
2118,7650,41349
4212,20344,79070
1289,10046,14818
2824,7652,62758
11967,73114,101692
702,2482,14834
1352,10502,17542
3113,20260,30879
9261,49916,115469
7213,45264,76126
9586,60971,95791
3508,16388,41738
1700,13723,8485
529,4307,8668
1355,11398,11794
3639,12951,73580
5,7,33
3794,27563,23049
4087,23843,33459
10330,68813,81809
363,1205,7314
6707,57228,30207
2519,10997,36261
30,78,306
5602,39877,43308
13,25,147
19,163,129
3036,23882,28530
1523,9696,21119
1243,7431,12795
5329,24632,64257
1320,6600,26224
369,2192,5732
4173,18223,77701
5488,24369,40122
2734,17903,44840
4418,30194,48664
4482,30191,35208
3537,29863,32890
4039,21231,52812
11974,56222,117004
11268,47812,160901
4045,23009,62459
8300,31147,101735
262,2086,2989
4876,26556,76704
8022,49641,88238
4544,28999,63477
3085,8884,67750
5247,27877,56216
17,77,157
3898,27704,43268
3212,20876,46004
2170,15128,20558
3829,26490,47759
13486,64661,151435
8793,44168,106267
1341,14237,14756
2432,16534,33932
5959,19016,109119
12935,69939,103982
52,255,735
1344,2991,30443
10137,49724,106089
13,34,138
3976,24665,28112
35,166,377
1440,5816,29882
7604,43239,77422
3543,15205,55459
2172,14386,15708
4291,26440,50598
2609,7829,57276
15838,91062,131376
6378,45093,34587
2080,7366,38424
5204,31423,81241
24,125,201
1298,12243,20009
15344,89430,124948
5544,18678,87918
1330,10507,22460
312,3143,2196
3302,11760,70695
10,42,82
5727,31778,63969
6410,28270,93093
118,1127,1167
626,2800,12740
7437,54086,91485
2335,8357,49934
4511,29153,64097
5024,30650,64038
103,400,2003
3276,9201,72377
1753,13998,18659
1700,6491,35735
5617,38807,46313
4967,33270,59096
2956,22401,46474
34,227,237
2414,13110,42150
3759,22527,63220
22,86,266
3839,26972,54019
9157,42800,149255
7370,32767,99345
2933,28432,37507
