wc,tif,trb
3049,16750,59392
2910,26944,43635
10135,71913,103566
15311,69316,217263
8117,60193,86042
22,160,270
3062,14482,60976
4971,18318,102125
24,137,187
3328,12113,70171
17336,96735,142807
8,29,51
355,3561,3938
3164,29182,47644
8293,60352,118091
13451,71519,142648
15503,70416,177694
655,2696,7013
335,3808,2397
238,1810,3300
17,110,142
3598,12439,73421
5,7,33
727,3354,3899
376,3596,2988
10980,73477,104367
292,1507,4839
13,94,111
419,2368,6431
8,10,70
9622,57031,92137
5,5,51
6,11,57
4506,51773,45275
410,3542,4166
169,1436,1741
3607,33193,51368
5,13,47
193,1237,3186
3269,10262,70909
4354,23722,68616
6260,52229,84581
7900,55909,88736
9688,68210,80860
4603,47347,51874
873,3465,10885
16396,81851,167536
6573,29387,132956
4206,24696,61178
5196,27254,89015
19,99,186
10939,54166,121295
10059,68555,118940
3614,28433,57542
4738,13267,105035
1696,12321,28761
169,261,3860
5197,60603,44253
2401,6021,51901
9626,56958,103291
7817,55992,90165
18637,97368,199393
9464,40538,129132
8,29,51
4461,29706,68305
5737,13256,116217
20403,116990,152426
3,4,5
3357,7462,76391
741,3370,9849
29,212,409
1754,15860,24707
408,2707,1505
3054,12206,64024
9609,58485,115574
585,3035,9527
289,2017,2632
4949,33811,72458
3050,9145,66999
17363,107169,160693
10985,85845,73151
429,1806,8799
7731,41490,133155
7,9,67
3283,29482,49298
18601,114991,101454
6281,31625,88546
338,1299,5176
552,5255,3306
4214,14978,90277
7,15,95
6309,43371,92012
9234,45377,125753
13,88,99
4374,27390,68800
9323,50191,120634
3213,15424,64850
338,3260,4125
3331,17111,52392
173,594,3651
3294,5589,76647
400,3553,4979
168,415,3689
270,1720,2314
3671,23579,62972
302,2880,4332
11,48,89
51,191,974
3222,20744,58414
255,1823,4430
6541,47577,90518
3916,30329,62508
11961,48332,142034
2314,19442,36013
