wc,tif,trb
3,7,20
7,12,61
7,8,47
9,36,65
4,7,24
3,3,25
4,7,24
5,7,53
3,6,38
3,4,7
19,99,174
4,1,23
3,2,18
3,8,26
6,12,63
6,4,46
5,10,15
5,3,46
5,9,44
33,182,427
6,19,31
3,8,20
6,11,85
3,3,13
5,12,25
5,4,28
7,15,40
16,119,129
3,0,16
10,69,61
3,17,34
6,18,66
6,6,54
11,54,143
5,7,24
6,15,53
5,15,38
5,6,39
9,57,68
4,6,18
4,8,12
8,41,80
5,9,30
3,1,13
3,3,13
5,9,34
12,31,169
6,7,29
7,29,87
2,0,4
11,70,61
65,299,1231
7,27,53
9,24,84
9,29,95
21,102,212
5,12,39
5,15,38
5,19,36
6,25,43
10,45,93
12,39,132
7,25,30
7,29,46
5,16,11
5,14,46
21,120,177
3,11,28
5,5,24
5,2,41
16,145,117
5,5,38
3,12,27
4,6,18
29,273,238
6,11,50
3,5,25
6,14,50
3,6,17
11,28,184
5,6,58
4,5,36
8,29,51
4,9,25
5,5,38
17,96,151
6,15,37
8,22,58
3,0,24
7,23,57
6,18,69
6,8,42
50,512,462
5,29,35
39,142,638
345,813,3438
8,33,47
3,13,26
7,47,55
5,5,34
6,26,50
5,6,44
2,5,27
3,1,15
23,117,234
3,5,21
6,6,67
5,6,19
6,11,53
6,13,35
7,28,27
5,15,31
6,10,34
6,19,31
8,42,76
6,35,36
5,21,50
9,59,65
8,30,50
2,0,23
7,23,53
12,104,99
7,25,44
420,2441,5769
2,0,11
6,10,65
6,12,43
5,4,42
6,12,61
6,10,36
5,32,39
4,15,31
5,10,55
8,25,62
3,7,21
4,17,47
2,4,30
5,22,49
3,8,20
8,21,59
5,12,31
14,100,130
7,6,49
4,5,36
7,19,42
5,9,16
7,45,56
5,13,38
15,72,199
9,60,45
7,34,83
4,10,36
224,1518,3756
26,159,317
4,9,26
3,10,41
6,18,37
84,379,1403
5,19,31
95,484,1439
17,72,107
6,18,33
4,6,14
4,6,14
16,51,263
5,7,39
14,36,132
6,18,26
5,29,42
14,86,125
4,6,24
2,0,19
11,81,46
10,43,87
29,328,131
8,25,55
6,16,20
7,22,47
5,11,54
6,2,42
22,130,186
2,3,27
7,19,50
16,91,165
5,15,22
6,14,55
6,6,45
56,452,533
9,33,87
8,24,94
6,12,36
6,13,49
25,171,112
7,32,37
3,6,22
6,22,49
4,4,40
5,4,31
232,2403,1831
2,2,18
5,19,45
2,3,25
10,30,131
5,5,20
12,38,209
11,72,146
5,10,81
6,16,20
2,6,30
7,7,68
5,21,48
15,77,124
5,11,25
11,43,158
5,6,48
7,28,41
5,1,28
4,8,31
12,96,72
8,23,77
20,76,310
7,5,50
6,3,41
275,604,3245
8,34,46
5,10,83
8,67,59
6,22,33
10,29,69
8,23,57
17,71,170
14,53,189
16,133,174
5,9,38
7,36,19
7,12,64
8,20,60
5,9,41
4,6,35
3,0,31
6,6,48
29,253,187
5,13,43
3,10,38
4,4,44
3,6,18
4,17,43
7,9,60
7,17,56
7,37,43
8,17,63
81,323,1676
5,3,53
7,16,64
7,21,68
7,13,78
7,21,59
5,7,24
486,3602,6674
18,121,127
3,20,35
3,7,46
24,131,285
3,1,23
7,13,56
6,9,42
6,2,44
5,15,10
133,722,2423
6,17,52
64,321,837
6,22,49
7,25,30
7,16,59
9,53,73
18,70,256
294,2308,4946
310,2441,2263
7,13,85
5,11,40
10,49,109
4,12,34
5,9,51
3,1,17
4,8,27
4,11,21
6,9,67
15,87,175
16,58,206
5,3,45
4,3,36
557,5103,6392
12,60,101
5,23,62
9,28,69
11,62,65
7,24,45
7,22,53
5,8,33
4,3,36
9,45,53
349,3285,3996
3,4,7
5,5,24
13,105,75
3,4,37
8,42,38
638,3499,10487
13,103,137
6,16,51
5,1,41
14,88,66
5,10,52
4,18,37
12,66,86
5,11,38
4,7,42
14,57,146
4,9,26
290,1014,6116
19,133,182
1,2,17
11,36,119
3,0,35
285,2614,3499
4,16,43
19,131,242
6,51,73
10,35,101
7,25,75
