wc,tif,trb
5,15,31
2,0,4
4,8,12
2,5,23
5,10,42
15,122,139
7,31,67
5,7,18
4,0,35
5,12,34
5,12,34
6,10,45
13,129,121
0,0,0
3,4,28
2,3,6
4,3,36
7,22,104
4,1,19
2,2,14
3,7,28
2,0,12
3,9,26
4,5,32
5,17,52
2,4,30
4,10,42
2,7,19
4,5,32
4,12,22
6,12,36
5,13,44
3,6,38
5,11,42
3,5,4
11,70,66
4,2,30
8,23,75
6,11,25
4,16,32
4,25,39
5,11,46
5,11,29
1,1,8
2,5,27
6,20,35
5,10,45
2,2,14
928,9003,10989
19,98,165
5,5,27
2,1,8
4,6,14
5,4,55
3,2,14
6,20,62
4,14,14
5,10,41
5,25,46
2,0,4
1,0,0
6,13,31
6,13,47
897,8652,5375
8,34,46
6,5,31
5,7,25
4,8,48
5,3,41
8,32,48
2,3,27
7,19,50
7,19,56
4,8,31
5,14,55
5,6,45
19,160,181
5,13,47
5,8,49
5,7,36
5,11,32
27,213,102
11,86,83
3,6,22
4,4,35
4,10,48
3,3,25
1065,8458,8505
0,0,0
8,47,80
2,3,25
4,7,43
3,5,8
667,3541,13069
4,27,37
3,4,37
6,10,26
1,1,10
7,7,68
4,1,24
16,88,132
5,11,25
16,62,248
5,4,46
6,19,25
2,1,8
2,8,22
29,182,217
7,14,61
18,98,222
7,12,43
7,6,63
263,1078,3497
8,34,46
6,16,120
9,60,73
4,9,28
7,12,61
7,20,55
8,46,100
5,12,59
4,11,24
5,6,35
5,6,19
4,10,45
5,20,44
5,22,46
4,6,35
2,0,12
12,64,116
21,123,151
5,14,44
2,6,17
4,4,44
4,21,35
6,20,70
6,5,55
4,7,31
6,17,38
16,70,210
2,11,33
7,6,70
7,24,56
6,11,53
33,112,487
6,12,49
4,7,17
16987,131418,241771
6,16,34
3,20,35
3,10,41
1388,9823,20051
2,1,18
5,3,36
7,27,49
6,16,50
5,11,14
8,33,47
3,3,17
6,13,54
4,13,38
8,34,46
7,26,49
6,13,38
5,9,35
10,23,143
7,23,32
5,3,57
10,65,99
5,13,54
5,27,44
4,9,51
3,3,18
4,8,27
2,4,0
4,7,49
2,6,20
12,35,169
4,3,40
3,2,33
5,21,50
10,82,89
4,8,38
12,61,87
8,24,56
7,16,39
5,8,23
4,3,33
2,2,17
6,16,39
7,28,47
4,2,28
4,5,19
7,16,45
1,3,22
4,7,13
4352,26099,82635
6,13,38
5,16,44
2,0,24
19,104,221
4,9,42
4,18,37
8,48,66
5,17,47
7,15,75
14,97,150
5,9,37
8,21,59
23,147,196
1,0,0
4,22,38
4,15,45
6,21,48
5,8,58
1259,9631,18035
3,19,36
11,60,109
5,21,41
