wc,tif,trb
5565,27282,74110
1918,8625,38841
8289,53790,63837
3056,16342,44730
2080,18107,27145
2922,10502,36879
2473,16986,35969
7084,35683,120784
1747,11876,26279
3831,32434,22449
8298,67343,39790
9730,64462,71603
1659,3451,37805
6,6,48
1661,15154,26123
1031,7166,18485
1527,7119,15782
7246,46516,57303
3656,19948,56616
2132,9390,37642
2768,22700,30578
26,133,297
4549,13137,84270
3705,21415,38508
4728,31542,68683
1031,4166,21455
2085,15720,24851
8207,50731,49876
6991,41034,75675
12520,62846,146424
12786,67992,134763
23,142,243
2951,23006,42019
989,7361,17046
2042,8164,36741
7719,40415,92990
30,149,457
5199,22914,80041
3590,29098,39968
503,3424,6909
1022,4561,20861
3760,20197,40668
9053,39354,103940
3113,18083,43746
24,164,301
1035,5647,20086
1537,9198,24537
4527,36277,43338
1087,5038,21354
2565,24252,19521
2973,12461,52297
10152,56268,80976
7,34,87
17,46,265
3905,32621,27588
2912,9321,63384
1047,7724,18126
1014,4,25300
6564,29687,91849
964,4889,18933
2782,19655,45424
6,12,24
1028,3605,21868
8621,48864,91723
1545,18272,15425
1399,10276,14585
2114,24108,21256
3901,20853,69822
6195,33257,104459
15,24,271
9977,58738,93226
9835,50895,89801
8,14,66
1944,9648,32718
4325,30371,26366
5825,38624,39610
4712,28617,45689
6758,59170,38732
1120,8922,18809
1056,3739,22337
5749,32226,70508
24,220,160
3508,27128,35728
2536,13301,40391
2065,20751,20459
1036,2069,23627
2989,17977,26735
8,33,47
10705,80565,63475
1028,4621,20959
15,98,147
564,4215,9467
4771,25068,47520
1908,5736,41814
1908,13163,30634
10831,84486,56414
21,94,251
1032,9732,15908
513,1531,11216
4268,35379,42343
8,25,55
1073,4321,21886
5512,30152,81531
1542,5149,33243
4283,35711,33062
1160,6796,21294
5731,22324,88829
1356,3455,30227
6505,34135,78611
11,33,108
244,987,4993
6486,39223,73437
7017,43186,74366
1039,8189,17606
4268,23077,58724
4819,16934,85767
6203,42222,61198
1704,10796,27910
8450,23066,159098
2040,19789,24819
487,1446,7754
4497,25722,37361
1017,9678,9946
9700,67302,73304
4238,31120,46226
8419,39721,83100
1034,6666,19055
3770,36788,46766
5153,27503,94884
1029,4104,21487
3501,16672,36567
2565,17582,28159
9272,43068,114566
884,4823,17110
2793,11203,58380
11669,59138,117920
5017,31020,57639
866,6347,10231
4452,21210,74606
2910,11639,60977
1031,4122,21552
2278,14703,26727
14,50,180
4748,24491,50935
4322,21408,65784
6,17,59
7452,26440,114504
4773,36667,46175
3588,28032,19972
8,42,59
2427,11291,49204
529,6041,5487
205,833,2886
7342,39369,89284
2749,20045,30480
4432,16471,85155
3857,22250,51725
2611,15509,22044
4058,18702,75332
4513,20103,78116
742,5426,4202
1587,8381,27424
2908,5820,66780
2053,8718,36387
8,41,39
9077,46204,94781
4448,35786,49766
9559,47164,114836
5179,35031,31645
4665,22055,78364
1738,22467,8716
66,404,458
4558,21851,67839
6887,33840,58975
1065,12799,2622
2446,16111,33852
1077,5880,20275
3491,22028,28217
1473,4374,30195
516,2819,9961
3128,16267,61628
3648,20488,36194
5746,38849,36807
3111,6479,70496
5486,44408,52077
1032,2102,23505
2060,20292,21358
30,265,131
517,1555,11054
4586,19779,45691
2107,23095,6902
4287,18297,73300
3325,17187,31014
4293,31952,33998
1372,9000,24892
5325,23390,98005
3906,25550,25009
4898,27865,83019
4871,31081,65584
10556,72128,93080
2313,18205,22404
15328,99399,82993
13538,76180,114946
4757,12703,100074
1025,4097,21438
9496,69549,68428
1766,15204,28455
1885,7542,39463
69,726,613
10273,63719,95925
8146,45973,75108
4112,23914,57644
5871,33515,64685
11751,91072,68963
4769,14011,100188
3853,28854,59612
1797,7687,37131
3317,28884,24131
8117,51929,94400
4229,12122,74735
7497,40814,107875
7085,48087,57793
4086,21600,50186
6786,34872,83747
2930,10262,62415
12439,67442,76221
7045,31027,112112
5446,25351,80959
4005,18340,81294
2341,13143,33008
8407,34426,118627
8,22,58
5421,38488,51059
9375,50591,85731
3970,13630,76086
10004,78230,64666
5169,36423,54408
4783,23894,81166
2546,16717,23947
3799,26636,40173
1031,6163,19436
26,160,242
1531,4090,34079
7072,45936,103202
10827,68327,67809
4153,15824,59026
8,46,80
7208,27845,83789
3424,15509,53457
6702,29888,105436
4907,35425,51895
2309,17085,28169
2058,14309,30640
4540,35099,41519
3255,19968,33062
891,4876,17209
4564,29629,47839
5379,31189,65411
3935,25045,63912
9423,54163,108564
4061,22482,56828
12098,49342,155614
1401,3944,30981
4420,30697,34989
59,411,532
9,25,94
7937,37047,106188
5836,24139,104062
4353,15594,70061
5494,21581,98401
8531,52111,113396
2307,4903,40242
16782,86363,141321
2900,10705,45575
12274,26525,174715
6647,51270,41807
12198,75518,62177
1906,10465,36993
3471,25006,42333
5400,31499,68427
13003,49354,168639
8472,58867,84451
2065,8321,7842
2175,7049,42474
5094,22834,97027
1754,14587,20762
4168,14496,79532
15678,88789,127253
1655,8538,26443
1800,14074,23022
3974,25640,39714
10880,56845,135597
9482,54775,99864
12328,74576,122748
3731,17122,39217
2626,19599,13325
763,6408,12498
2125,15222,18133
4238,16040,81442
5,7,33
4823,31804,28226
5638,32603,46297
13932,87817,108599
1526,9112,25912
5591,46707,24842
4654,22101,61023
1907,13559,33810
10321,69622,79941
8,15,65
18,118,148
7145,43748,63785
2264,15384,29284
1608,9173,16799
5306,33874,59712
1026,5117,20433
777,4619,12348
4586,21896,85838
9486,49974,89168
2776,20377,46827
6625,46150,73555
5908,37109,42530
4898,42369,48511
4828,25256,62240
15703,74087,141313
11640,50853,173137
4050,23197,60555
9577,41848,111734
1395,14212,17063
4682,27394,75443
10025,64161,104009
5644,34910,76598
3876,10732,85834
6412,30951,64327
13,43,94
5140,41986,47136
2891,16853,46346
3367,22977,31546
5346,37230,66776
18750,97416,202394
10500,47409,125743
1542,16356,17428
3463,24254,48931
6683,21877,117396
14084,80067,115091
15,87,100
1960,4395,44501
6888,27751,70435
14,61,169
4171,25929,33447
14,60,170
1921,7672,40264
10757,53609,108047
1541,6654,31601
3043,19214,21845
5841,35763,68690
2916,8755,64027
17668,102380,147398
9284,67565,50246
1176,3246,25978
6291,37227,100535
16,70,132
1853,17507,28625
18469,110623,135308
8387,40883,109644
1041,8223,17571
30,264,304
3709,12904,79726
5,9,30
8449,47228,99329
7964,39117,110455
1660,18368,14869
2948,18723,46389
8173,56865,103476
3155,11720,67103
3618,29091,51512
5702,39060,78241
11,27,156
3425,8554,76901
2274,17326,25769
1548,6184,32235
5620,38069,50474
6458,41435,67913
3197,23605,49994
15,106,89
1805,10017,31883
6262,45161,94005
17,62,209
4469,32108,63143
8516,45278,133854
8730,38166,112504
1064,9924,16472
