wc,tif,trb
249,2398,2973
6335,26912,112331
2345,5873,52615
1568,12814,25247
164,959,3053
6,20,24
9177,81426,83913
3679,13238,74695
1309,5532,25789
3401,12470,69741
3332,12303,69905
7460,50257,85797
13,114,91
4989,10204,114409
15,84,171
6,7,66
179,747,3506
247,2827,2522
3382,36726,41148
6452,45783,72067
8666,48065,105639
19,88,255
4955,53128,52283
3880,26933,69913
179,529,2702
425,3498,3803
207,1417,3026
11110,52660,130536
14,52,176
3171,12524,66631
9644,52800,116076
5282,53503,58457
6,12,57
3170,4759,74371
3180,12722,66616
263,931,5518
103,473,1896
311,2437,3870
4427,27622,36189
3249,14252,66853
5,14,37
5744,16529,113721
3650,39295,42497
210,2060,1425
6,20,31
3201,11960,67813
306,2426,3116
11,42,111
3535,18035,65920
47,377,578
3185,11135,68344
760,4235,6383
330,1518,2086
6385,38222,111348
4590,21274,76266
13,92,69
61,611,500
3169,6344,72802
11,42,167
18,190,102
12495,55211,144582
3407,23356,58149
14055,46339,163304
900,6072,4548
3561,23949,60510
43,387,264
13,73,78
6653,30863,89432
622,3509,6967
8,38,42
3091,29866,36417
25,146,273
181,641,3650
100,664,1024
11,58,51
3174,17402,61754
35,390,301
585,3710,6383
2632,7940,55701
7461,65444,71973
12,126,54
199,792,3812
11,69,56
30,178,286
404,2845,3999
75,708,536
3245,8316,72730
890,6859,8967
536,5690,6925
22,119,283
6271,29799,108558
6387,50015,63058
6363,33986,105925
3327,16512,65561
8385,79675,76746
236,1093,4321
15414,110989,80520
16266,80903,125813
3247,6642,74451
4,13,38
887,8734,4824
323,1292,6467
2999,11979,62898
21,142,195
15125,100126,145875
5926,45037,83997
5869,35315,95032
3324,29104,52496
11485,90909,82938
3797,11468,78211
5610,43519,82347
410,1649,7571
321,3422,2385
4351,40898,56835
430,1013,8393
11159,61163,153562
11880,79759,86605
446,2060,5638
3384,13887,70291
3587,12490,73413
4683,27019,67653
4843,20851,100044
3691,25918,63045
4092,21025,81105
3431,38701,42048
6482,37887,102989
7,18,53
439,3494,5173
14930,76282,126642
10749,32851,151587
7513,69459,65836
4005,45100,38782
3338,12266,70048
323,2389,1789
3398,27323,53624
320,1433,5511
25,190,269
541,2459,6528
6652,32193,111607
8870,70088,78010
213,625,4555
54,332,944
3726,7632,79136
3777,24990,61056
3946,18686,78598
343,2934,4519
518,3513,5268
9,57,80
806,6672,6426
29,268,187
2944,16000,57010
543,4040,6155
5908,52202,75732
3403,19448,62011
11126,69538,112936
597,4285,7632
7125,34862,116315
7,15,60
877,5254,8238
10,43,53
13,37,182
5436,31204,84374
6493,30392,112801
3260,8913,72371
5167,13699,103712
10488,56375,150868
363,2285,3887
18551,102076,148422
3621,13673,71088
9825,24251,152558
7715,71988,51661
18847,108667,98870
3173,17424,61769
3264,30297,49043
9664,72643,96335
15900,72053,225497
8728,63424,91490
69,619,862
3189,15099,63476
5091,19130,104585
28,129,253
3782,14694,76634
18672,97462,153689
153,1322,1934
413,3622,4082
3185,29834,48729
8560,63079,121831
13973,74257,147992
16123,73048,185161
642,2673,6925
363,3703,2582
243,1811,3420
27,206,236
3707,12755,75853
6,11,33
704,4043,3795
541,4960,5774
11327,75848,107999
316,1641,5227
15,145,110
357,2012,5605
16,47,187
9984,59490,95992
6,5,55
8,17,63
4656,54600,46076
407,3461,4158
164,1503,1693
3797,31057,55989
6,17,52
206,1266,3368
3407,10932,73114
3935,28761,60858
6495,54530,87421
8043,56893,90890
9939,70042,84046
4756,48268,54890
777,2813,9101
18550,89247,175266
6807,30346,137845
4653,27161,69138
5736,28063,102504
22,105,211
11623,55572,128490
10163,71281,121830
3704,27220,61386
4910,13722,108896
1172,8152,19972
171,288,3821
4868,55299,42814
2275,5699,49308
9342,55554,102130
8195,59313,94192
19327,100482,206867
10072,41676,138082
11,65,84
4747,31592,72621
5982,13503,122731
23382,129970,182265
6,20,16
3382,7062,77398
722,3525,9089
9,19,68
414,1842,3497
414,2788,1654
3168,12662,66418
9889,60758,119381
560,3112,9311
254,1527,2383
5108,34988,74880
3171,9527,69636
17326,107289,166019
11480,89430,76481
432,1812,8834
8027,43117,138226
14,68,116
3476,31304,52319
19465,119847,105855
6431,32702,90860
331,1181,5155
536,5738,2618
4384,15598,93873
7,15,95
6480,44951,95113
9585,46666,130603
14,114,88
4667,29197,73376
9681,52067,125140
3331,16014,67182
343,3280,4180
3538,21048,55273
171,585,3610
3372,5454,78706
425,3687,5344
172,443,3640
265,1536,2245
4251,32785,66121
266,2608,3804
14,87,111
55,207,1030
3325,21404,60467
255,1785,4390
6772,49479,93736
3982,31083,63441
13773,51547,156188
3415,30053,54048
