wc,tif,trb
5,10,15
15,83,160
4,9,21
7,26,49
4,11,28
9,25,80
7,22,33
6,15,21
9,47,79
7,18,51
7,28,47
6,38,70
8,66,55
9,41,118
6,20,35
7,32,44
9,7,78
5,19,52
9,72,68
6,21,39
374,2252,5014
5,3,32
9,36,123
6,10,38
4,4,23
13,51,157
7,12,43
8,47,52
5,31,40
8,24,77
15,69,126
6,13,52
3,16,39
4,8,58
5,16,55
3,8,20
7,17,52
9,28,91
6,32,36
6,15,50
3,2,14
7,13,48
8,28,52
9,53,86
5,10,47
5,12,57
10,78,67
3,11,33
5,10,41
214,1447,3590
9,35,78
6,17,47
3,9,39
8,37,43
80,366,1346
5,20,26
84,405,1289
19,79,164
6,25,51
4,6,14
5,11,20
8,29,71
9,38,81
6,18,64
8,39,41
9,43,94
7,32,64
5,18,37
1,0,19
9,47,44
7,13,56
14,90,65
17,91,99
5,10,15
10,53,77
3,13,38
5,1,34
9,55,70
2,1,23
8,31,77
8,34,46
8,53,27
7,15,61
7,16,39
143,1502,1428
7,24,52
7,20,35
6,15,33
9,36,83
8,48,32
10,54,96
1,0,5
5,5,46
5,8,35
6,15,45
109,526,857
3,24,31
5,3,43
1,1,8
11,41,139
6,8,28
8,20,90
32,185,466
0,0,0
7,20,49
3,10,49
5,4,39
4,4,28
8,31,49
5,7,33
8,25,101
8,18,101
6,21,39
5,12,57
4,2,37
9,37,68
8,21,65
13,48,189
8,30,50
9,24,89
250,502,2921
10,65,91
3,7,44
9,60,63
8,32,72
7,22,49
7,17,38
12,63,105
11,42,151
18,142,189
5,9,36
5,6,19
10,18,80
12,44,102
4,5,34
4,7,45
5,17,48
7,9,67
26,132,195
2,0,5
2,6,17
6,6,51
2,6,13
7,24,77
7,13,56
7,14,47
5,17,34
6,14,57
56,218,1092
5,4,37
10,23,95
6,15,60
10,30,142
10,50,64
5,7,24
436,3173,5934
13,65,92
6,51,73
7,29,100
13,50,151
3,1,23
8,24,56
5,5,46
5,3,32
8,47,33
125,683,2250
3,6,26
77,424,1033
9,42,83
6,18,26
9,49,76
9,60,78
6,14,62
278,2166,4630
323,4313,2434
7,15,95
5,14,51
5,12,39
10,62,73
6,9,55
5,14,22
3,3,13
9,45,68
6,22,54
8,36,79
17,73,180
7,14,57
8,32,87
499,4547,5798
7,46,50
11,40,99
13,99,114
10,73,57
8,30,50
21,89,196
5,8,33
4,3,36
7,10,45
329,3041,3808
5,8,17
6,19,17
15,91,100
5,6,46
8,31,49
601,3276,9847
16,113,169
10,31,83
5,10,32
25,175,242
10,28,127
4,12,37
10,53,77
6,9,47
8,12,102
12,66,84
4,6,22
265,927,5485
21,112,133
4,16,35
10,44,107
4,15,45
261,2221,3176
4,2,32
8,40,89
6,37,81
5,14,48
6,17,54
