wc,tif,trb
29,229,353
6,8,36
5545,43536,69722
12,87,138
6,23,45
8,37,43
12,85,124
1204,9832,16408
6,24,47
5,14,50
23,110,101
6,18,51
7,22,99
8,32,48
6,15,54
8,32,48
90,455,1481
17,100,125
65,595,836
6,9,42
6,15,35
5,4,27
8289,79419,102020
6,6,30
279,2036,2660
6945,75175,77256
6,12,56
8,43,37
6,6,50
116,828,1628
5,2,30
102,480,1822
6,5,43
119,987,1538
4,4,20
7,18,58
8,9,71
6,28,48
5,5,55
58,159,1087
164,956,2702
125,1109,1522
16807,103951,164484
22,112,282
14,98,126
15,34,222
89,526,953
5,7,32
97,387,1935
8285,49422,132380
6,20,24
37,261,470
7,24,45
5,8,41
47,303,803
5,10,36
5,25,46
17671,146593,113531
4,3,21
501,3308,4279
10874,52124,187684
7,20,35
25,57,172
7,11,69
6,12,43
4,2,30
10,66,64
3,1,10
3,5,50
5,15,24
5,11,44
5,16,55
104,882,898
7,32,39
6,9,43
216,972,3483
8,37,43
8,29,51
18,148,152
7,23,32
8,51,29
5,6,19
1901,10419,36988
7,29,78
13,93,137
14521,83214,155745
4,7,53
5,2,34
16627,132350,132647
6,12,64
8,36,44
13,40,179
31,177,224
70,615,989
14,79,123
19,118,121
8,29,51
7,15,54
72,637,837
6,14,22
4,2,29
367,1841,3646
7,23,32
25,183,235
30,222,254
7,42,33
50,224,556
5,16,21
61,447,426
3,2,35
11047,44225,198876
17,142,99
7,23,57
714,4736,10318
178,1875,1197
93,635,671
111,491,1646
14,132,144
61,535,870
6,17,51
6165,40512,65278
4,8,41
102,804,1286
4,7,32
6077,52346,81279
7,10,65
8,32,48
18,98,222
14,34,269
40,208,316
98,462,1748
3715,27822,52362
7,16,57
7523,72120,66023
13,159,106
8354,70857,112899
8,69,65
21,148,321
11,36,113
7,20,49
20,90,254
5,9,34
12,50,158
7,13,42
12,91,128
7,16,45
7,15,40
16,51,111
11,42,131
18,81,189
28,249,169
189,1944,1730
20,171,83
7,13,63
80,897,855
68,514,1118
21,139,200
17,60,236
136,1229,881
12,74,70
7,27,105
6,9,27
6,17,49
7,24,66
38,218,215
6,13,35
12,104,70
5,12,44
10,35,136
10,73,102
7,11,44
466,2318,9257
3,1,34
5,2,34
5,11,14
516,4678,6157
21,88,319
116,602,1889
75,469,1014
382,1905,6535
71,365,1153
148,873,2679
2780,15264,54093
68,545,885
86,712,932
7,22,47
182,1720,1272
8,38,42
15,82,167
9,30,91
275,1658,2310
8,19,61
16,103,121
6,19,86
97,661,1649
143,510,1799
113,592,1522
6,8,42
5973,61355,67534
10,56,115
103,518,1552
1214,5998,20459
11,62,109
8,38,42
11,99,50
7,22,39
8,24,56
1,0,0
2968,28607,11959
14,73,183
1866,9316,26066
5,12,23
13,55,164
4295,31295,63190
22,133,266
14,70,142
437,1736,9129
547,3779,4850
7,10,70
37,375,294
4077,38159,38122
5,7,34
6,22,53
8,25,55
93,862,913
8,32,48
5,7,39
72,532,1169
13,55,166
5704,26538,114774
462,2076,6878
1614,9694,28980
38,219,451
27,137,224
4,5,20
408,3257,4179
118,568,1940
233,2016,1165
32,184,403
267,1618,2295
5554,19453,86088
13,78,123
14,131,41
161,1520,1621
60,423,619
49,434,299
4299,34072,59695
19,115,140
8,22,118
15,53,224
7,27,42
317,2703,4525
897,7856,9674
7,10,65
6,13,51
20,149,117
5,12,55
201,897,2880
20,119,225
8258,25117,155679
6,16,48
108,898,1313
8544,54629,133157
8096,84974,91804
976,6817,12357
13785,89952,167435
